Player Number,Height (cm),Weight (kg)
13726,187.96,88.9
13727,185.42,82.1
13728,195.58,88
13729,193.04,94.8
13730,152.4,77.1
13731,187.96,83
13732,152.4,71.2
13733,175.26,66.2
13734,152.4,77.1
13735,152.4,76.2
13736,185.42,74.8
13737,187.96,76.2
13738,175.26,69.9
13739,182.88,78
13740,182.88,83
13741,182.88,77.1
13742,190.5,89.8
13743,152.4,69.9
13744,187.96,84.8
13745,190.5,76.2
13746,187.96,73
13747,152.4,72.1
13748,154.94,83
13749,187.96,83.9
13750,154.94,76.2
13751,187.96,83
13752,182.88,81.2
13753,154.94,73.9
13754,182.88,83
13755,182.88,77.1
13756,175.26,76.2
13757,185.42,78
13758,167.64,68
13759,185.42,88
13760,175.26,71.2
13761,182.88,78
13762,185.42,89.8
13763,175.26,64
13764,167.64,59.9
13765,187.96,83
13766,182.88,77.1
13767,175.26,71.2
13768,187.96,88
13769,182.88,82.1
13770,190.5,79.8
13771,175.26,74.8
13772,154.94,68.9
13773,190.5,88
13774,193.04,83.9
13775,172.72,67.1
13776,182.88,76.2
13777,175.26,66.2
13778,182.88,74.8
13779,187.96,83
13780,175.26,67.1
13781,182.88,83
13782,154.94,64.9
13783,185.42,81.2
13784,185.42,74.8
13785,185.42,74.8
13786,187.96,83
13787,154.94,72.1
13788,187.96,78.9
13789,152.4,64
13790,167.64,64
13791,187.96,83.9
13792,154.94,74.8
13793,190.5,83.9
13794,175.26,72.1
13795,165.1,68
13796,170.18,68
13797,152.4,78.9
13798,154.94,73.9
13799,185.42,76.2
13800,182.88,79.8
13801,154.94,68
13802,182.88,79.8
13803,175.26,82.1
13804,182.88,87.1
13805,172.72,77.1
13806,154.94,81.2
13807,154.94,83.9
13808,182.88,73
13809,182.88,79.8
13810,182.88,78
13811,187.96,78.9
13812,154.94,77.1
13813,154.94,76.2
13814,185.42,83.9
13815,182.88,73.9
13816,172.72,68
13817,154.94,74.8
13818,170.18,68.9
13819,152.4,68.9
13820,154.94,73.9
13821,152.4,77.1
13822,175.26,68.9
13823,187.96,89.8
13824,190.5,73.9
13825,182.88,87.1
13826,172.72,64
13827,187.96,76.2
13828,152.4,73
13829,154.94,74.8
13830,154.94,79.8
13831,152.4,73
13832,175.26,73.9
13833,175.26,72.1
13834,175.26,72.1
13835,187.96,88
13836,154.94,74.8
13837,154.94,79.8
13838,182.88,78
13839,154.94,73.9
13840,187.96,88
13841,175.26,66.2
13842,172.72,69.9
13843,190.5,69.9
13844,193.04,82.1
13845,185.42,83.9
13846,175.26,72.1
13847,195.58,89.8
13848,187.96,78.9
13849,185.42,76.2
13850,175.26,72.1
13851,182.88,78.9
13852,193.04,88
13853,193.04,83.9
13854,187.96,73
13855,195.58,98.9
13856,152.4,76.2
13857,187.96,79.8
13858,187.96,78
13859,182.88,76.2
13860,154.94,73.9
13861,190.5,89.8
13862,190.5,78.9
13863,182.88,78
13864,182.88,83.9
13865,172.72,68.9
13866,187.96,82.1
13867,185.42,79.8
13868,182.88,69.9
13869,175.26,73.9
13870,190.5,84.8
13871,182.88,73.9
13872,152.4,79.8
13873,190.5,74.8
13874,190.5,78
13875,190.5,82.1
13876,187.96,74.8
13877,170.18,68
13878,182.88,83.9
13879,175.26,74.8
13880,190.5,86.2
13881,190.5,93.9
13882,185.42,74.8
13883,182.88,73.9
13884,175.26,67.1
13885,175.26,72.1
13886,182.88,83.9
13887,187.96,86.2
13888,170.18,64
13889,170.18,73.9
13890,162.56,64
13891,154.94,73.9
13892,154.94,71.2
13893,182.88,69.9
13894,167.64,71.2
13895,175.26,69.9
13896,175.26,72.1
13897,187.96,88
13898,182.88,81.2
13899,187.96,82.1
13900,172.72,76.2
13901,190.5,73
13902,185.42,78
13903,187.96,81.2
13904,182.88,74.8
13905,182.88,67.1
13906,187.96,87.1
13907,175.26,73.9
13908,193.04,84.8
13909,182.88,78.9
13910,152.4,73.9
13911,170.18,69.9
13912,190.5,89.8
13913,187.96,84.8
13914,195.58,73
13915,172.72,64
13916,185.42,83
13917,175.26,69.9
13918,195.58,74.8
13919,154.94,83.9
13920,190.5,81.2
13921,152.4,73.9
13922,175.26,72.1
13923,198.12,88.9
13924,154.94,69.9
13925,172.72,68
13926,154.94,79.8
13927,182.88,77.1
13928,170.18,64.9
13929,182.88,71.2
13930,190.5,89.8
13931,152.4,69.9
13932,154.94,76.2
13933,187.96,76.2
13934,187.96,82.1
13935,195.58,96.2
13936,170.18,63
13937,152.4,76.2
13938,175.26,73.9
13939,193.04,92.1
13940,172.72,68
13941,185.42,81.2
13942,170.18,67.1
13943,185.42,79.8
13944,190.5,87.1
13945,175.26,73.9
13946,152.4,68
13947,170.18,63
13948,154.94,66.2
13949,154.94,73
13950,175.26,69.9
13951,185.42,77.1
13952,154.94,79.8
13953,187.96,73.9
13954,187.96,83.9
13955,185.42,76.2
13956,193.04,88
13957,154.94,78
13958,154.94,78.9
13959,187.96,83
13960,182.88,77.1
13961,182.88,79.8
13962,185.42,83.9
13963,154.94,73.9
13964,167.64,68
13965,175.26,64.9
13966,182.88,73
13967,170.18,62.1
13968,182.88,68.9
13969,175.26,68.9
13970,182.88,76.2
13971,187.96,88.9
13972,187.96,79.8
13973,152.4,71.2
13974,198.12,82.1
13975,152.4,73.9
13976,182.88,69.9
13977,182.88,69.9
13978,152.4,77.1
13979,154.94,64.9
13980,152.4,72.1
13981,175.26,68.9
13982,185.42,82.1
13983,175.26,73.9
13984,170.18,64.9
13985,170.18,60.8
13986,182.88,68.9
13987,175.26,73.9
13988,185.42,76.2
13989,152.4,78
13990,152.4,68
13991,152.4,77.1
13992,193.04,84.8
13993,187.96,82.1
13994,152.4,74.8
13995,190.5,82.1
13996,190.5,78
13997,198.12,91.2
13998,154.94,76.2
13999,182.88,78
14000,175.26,68
14001,182.88,72.1
14002,185.42,77.1
14003,152.4,77.1
14004,152.4,76.2
14005,187.96,87.1
14006,195.58,93
14007,172.72,69.9
14008,193.04,78.9
14009,154.94,78
14010,172.72,69.9
14011,170.18,68.9
14012,152.4,76.2
14013,175.26,68.9
14014,172.72,59.9
14015,152.4,76.2
14016,152.4,73.9
14017,162.56,59.9
14018,185.42,72.1
14019,182.88,78.9
14020,175.26,66.2
14021,152.4,73
14022,154.94,74.8
14023,187.96,94.8
14024,185.42,74.8
14025,175.26,71.2
14026,185.42,72.1
14027,193.04,83.9
14028,187.96,78.9
14029,152.4,78.9
14030,175.26,78.9
14031,182.88,77.1
14032,187.96,77.1
14033,190.5,82.1
14034,187.96,76.2
14035,182.88,83.9
14036,182.88,73
14037,152.4,63
14038,182.88,79.8
14039,187.96,78
14040,182.88,83
14041,172.72,67.1
14042,193.04,88
14043,182.88,74.8
14044,193.04,86.2
14045,175.26,67.1
14046,185.42,83.9
14047,182.88,73.9
14048,175.26,74.8
14049,175.26,68.9
14050,190.5,74.8
14051,182.88,73.9
14052,175.26,69.9
14053,185.42,79.8
14054,152.4,77.1
14055,193.04,88.9
14056,190.5,87.1
14057,187.96,79.8
14058,190.5,84.8
14059,193.04,84.8
14060,152.4,71.2
14061,152.4,73
14062,172.72,69.9
14063,182.88,82.1
14064,152.4,73
14065,175.26,64.9
14066,190.5,71.2
14067,170.18,64.9
14068,185.42,83
14069,193.04,84.8
14070,172.72,68.9
14071,190.5,83.9
14072,182.88,74.8
14073,190.5,82.1
14074,182.88,73
14075,182.88,72.1
14076,175.26,63
14077,187.96,88.9
14078,175.26,74.8
14079,172.72,60.8
14080,172.72,69.9
14081,190.5,88.9
14082,185.42,76.2
14083,172.72,64.9
14084,193.04,87.1
14085,187.96,81.2
14086,172.72,64
14087,162.56,54.9
14088,182.88,78
14089,152.4,78
14090,182.88,74.8
14091,182.88,74.8
14092,187.96,82.1
14093,190.5,91.2
14094,175.26,67.1
14095,182.88,79.8
14096,172.72,69.9
14097,167.64,72.1
14098,182.88,78
14099,187.96,81.2
14100,182.88,76.2
14101,170.18,71.2
14102,154.94,69.9
14103,182.88,76.2
14104,170.18,68
14105,175.26,83.9
14106,152.4,73
14107,190.5,84.8
14108,170.18,69.9
14109,193.04,89.8
14110,185.42,82.1
14111,154.94,78
14112,185.42,83
14113,182.88,73.9
14114,175.26,74.8
14115,193.04,79.8
14116,165.1,62.1
14117,193.04,93
14118,182.88,73
14119,172.72,68
14120,182.88,79.8
14121,167.64,69.9
14122,185.42,78.9
14123,185.42,77.1
14124,185.42,74.8
14125,152.4,73
14126,182.88,69.9
14127,175.26,69.9
14128,175.26,68
14129,182.88,82.1
14130,182.88,73.9
14131,182.88,81.2
14132,187.96,81.2
14133,175.26,73.9
14134,154.94,69.9
14135,185.42,77.1
14136,170.18,68.9
14137,198.12,92.1
14138,154.94,78.9
14139,182.88,78.9
14140,187.96,83.9
14141,190.5,78.9
14142,175.26,73
14143,154.94,74.8
14144,152.4,79.8
14145,152.4,76.2
14146,175.26,71.2
14147,182.88,77.1
14148,154.94,73
14149,154.94,69.9
14150,154.94,74.8
14151,175.26,64.9
14152,187.96,82.1
14153,170.18,68
14154,182.88,82.1
14155,190.5,89.8
14156,185.42,79.8
14157,185.42,82.1
14158,172.72,69.9
14159,154.94,73
14160,172.72,69.9
14161,170.18,66.2
14162,182.88,74.8
14163,167.64,58.1
14164,175.26,76.2
14165,170.18,69.9
14166,170.18,63
14167,185.42,77.1
14168,167.64,62.1
14169,152.4,69.9
14170,193.04,79.8
14171,167.64,60.8
14172,185.42,83.9
14173,154.94,77.1
14174,187.96,78
14175,182.88,76.2
14176,175.26,71.2
14177,175.26,73
14178,185.42,68.9
14179,154.94,74.8
14180,182.88,77.1
14181,190.5,83
14182,185.42,69.9
14183,167.64,59.9
14184,154.94,71.2
14185,175.26,74.8
14186,187.96,76.2
14187,175.26,69.9
14188,190.5,74.8
14189,152.4,69.9
14190,175.26,72.1
14191,154.94,79.8
14192,152.4,73.9
14193,175.26,68
14194,170.18,66.2
14195,172.72,68
14196,170.18,68
14197,187.96,79.8
14198,154.94,73.9
14199,185.42,83.9
14200,154.94,67.1
14201,152.4,69.9
14202,170.18,77.1
14203,185.42,78.9
14204,185.42,83
14205,154.94,78
14206,182.88,79.8
14207,185.42,88
14208,152.4,74.8
14209,154.94,74.8
14210,182.88,82.1
14211,175.26,72.1
14212,182.88,68
14213,187.96,83.9
14214,187.96,81.2
14215,154.94,77.1
14216,154.94,73.9
14217,193.04,82.1
14218,154.94,84.8
14219,195.58,88
14220,190.5,79.8
14221,152.4,64
14222,154.94,74.8
14223,190.5,88.9
14224,170.18,62.1
14225,154.94,79.8
14226,175.26,68.9
14227,187.96,81.2
14228,152.4,74.8
14229,190.5,83
14230,154.94,72.1
14231,175.26,78
14232,182.88,78.9
14233,154.94,69.9
14234,185.42,76.2
14235,152.4,77.1
14236,187.96,94.8
14237,154.94,74.8
14238,185.42,79.8
14239,187.96,84.8
14240,170.18,73.9
14241,182.88,73
14242,152.4,78
14243,152.4,73
14244,154.94,82.1
14245,162.56,58.1
14246,182.88,78
14247,175.26,66.2
14248,182.88,69.9
14249,154.94,86.2
14250,172.72,69.9
14251,152.4,69.9
14252,172.72,73.9
14253,154.94,71.2
14254,152.4,72.1
14255,187.96,82.1
14256,152.4,73.9
14257,185.42,69.9
14258,182.88,78.9
14259,185.42,78.9
14260,187.96,78
14261,182.88,78
14262,182.88,78
14263,152.4,68
14264,193.04,82.1
14265,182.88,78
14266,172.72,69.9
14267,187.96,84.8
14268,185.42,77.1
14269,193.04,74.8
14270,187.96,84.8
14271,187.96,74.8
14272,185.42,79.8
14273,185.42,79.8
14274,182.88,73.9
14275,170.18,64.9
14276,167.64,69.9
14277,182.88,78
14278,175.26,68
14279,182.88,77.1
14280,152.4,73
14281,152.4,82.1
14282,172.72,64
14283,187.96,77.1
14284,193.04,92.1
14285,152.4,73
14286,175.26,71.2
14287,172.72,67.1
14288,193.04,89.8
14289,154.94,64
14290,154.94,78
14291,167.64,72.1
14292,182.88,78
14293,175.26,76.2
14294,185.42,83.9
14295,182.88,78
14296,154.94,73.9
14297,185.42,83
14298,154.94,78
14299,182.88,72.1
14300,172.72,64.9
14301,154.94,68.9
14302,152.4,71.2
14303,187.96,74.8
14304,185.42,79.8
14305,172.72,64
14306,152.4,77.1
14307,175.26,76.2
14308,175.26,78.9
14309,193.04,89.8
14310,170.18,59.9
14311,182.88,83.9
14312,175.26,72.1
14313,175.26,68
14314,152.4,72.1
14315,182.88,76.2
14316,190.5,82.1
14317,182.88,73
14318,152.4,78.9
14319,182.88,72.1
14320,187.96,83
14321,152.4,67.1
14322,185.42,82.1
14323,182.88,77.1
14324,185.42,78.9
14325,172.72,63
14326,182.88,73.9
14327,154.94,68.9
14328,170.18,72.1
14329,167.64,55.8
14330,152.4,72.1
14331,154.94,69.9
14332,172.72,69.9
14333,182.88,72.1
14334,175.26,64
14335,172.72,68
14336,154.94,78
14337,190.5,92.1
14338,172.72,69.9
14339,182.88,71.2
14340,152.4,76.2
14341,187.96,74.8
14342,175.26,81.2
14343,185.42,86.2
14344,175.26,64
14345,185.42,76.2
14346,193.04,84.8
14347,182.88,77.1
14348,187.96,84.8
14349,185.42,83.9
14350,182.88,78
14351,152.4,74.8
14352,175.26,69.9
14353,175.26,73
14354,185.42,78
14355,152.4,82.1
14356,190.5,89.8
14357,187.96,81.2
14358,167.64,59.9
14359,185.42,78.9
14360,152.4,73
14361,187.96,76.2
14362,175.26,64
14363,182.88,73
14364,182.88,78
14365,172.72,73
14366,152.4,76.2
14367,182.88,83
14368,182.88,83
14369,182.88,72.1
14370,185.42,77.1
14371,152.4,64.9
14372,182.88,81.2
14373,185.42,71.2
14374,185.42,78.9
14375,154.94,69.9
14376,187.96,78
14377,152.4,73.9
14378,152.4,73.9
14379,154.94,72.1
14380,182.88,76.2
14381,182.88,82.1
14382,152.4,69.9
14383,170.18,63
14384,152.4,73
14385,187.96,78
14386,154.94,73.9
14387,152.4,77.1
14388,170.18,72.1
14389,154.94,72.1
14390,154.94,73.9
14391,152.4,73
14392,187.96,74.8
14393,187.96,82.1
14394,175.26,67.1
14395,175.26,71.2
14396,185.42,81.2
14397,172.72,68.9
14398,185.42,81.2
14399,190.5,83.9
14400,154.94,81.2
14401,152.4,74.8
14402,185.42,83
14403,195.58,89.8
14404,185.42,77.1
14405,182.88,78
14406,185.42,83.9
14407,182.88,72.1
14408,195.58,84.8
14409,182.88,74.8
14410,154.94,73
14411,175.26,73.9
14412,152.4,74.8
14413,154.94,78
14414,182.88,83
14415,182.88,77.1
14416,182.88,76.2
14417,182.88,78
14418,165.1,67.1
14419,182.88,79.8
14420,185.42,81.2
14421,152.4,76.2
14422,187.96,78
14423,175.26,63
14424,167.64,68
14425,152.4,78
14426,185.42,81.2
14427,182.88,76.2
14428,152.4,77.1
14429,185.42,78.9
14430,185.42,79.8
14431,185.42,77.1
14432,175.26,77.1
14433,167.64,62.1
14434,175.26,73.9
14435,152.4,73
14436,175.26,73.9
14437,175.26,71.2
14438,190.5,84.8
14439,190.5,88.9
14440,190.5,86.2
14441,154.94,78
14442,172.72,69.9
14443,193.04,83.9
14444,154.94,76.2
14445,175.26,73.9
14446,187.96,84.8
14447,182.88,83
14448,187.96,79.8
14449,152.4,74.8
14450,175.26,73.9
14451,187.96,78.9
14452,182.88,69.9
14453,187.96,81.2
14454,193.04,82.1
14455,190.5,83
14456,187.96,83.9
14457,152.4,68
14458,185.42,77.1
14459,152.4,78.9
14460,193.04,78
14461,182.88,82.1
14462,187.96,86.2
14463,152.4,76.2
14464,187.96,84.8
14465,187.96,83.9
14466,170.18,68
14467,152.4,78
14468,154.94,74.8
14469,152.4,73
14470,154.94,76.2
14471,154.94,66.2
14472,185.42,68
14473,175.26,79.8
14474,185.42,78
14475,187.96,74.8
14476,182.88,73.9
14477,154.94,69.9
14478,182.88,74.8
14479,182.88,77.1
14480,182.88,73
14481,170.18,64.9
14482,154.94,83
14483,187.96,84.8
14484,152.4,77.1
14485,185.42,77.1
14486,172.72,64.9
14487,154.94,72.1
14488,167.64,62.1
14489,175.26,67.1
14490,187.96,78.9
14491,152.4,73
14492,185.42,78.9
14493,187.96,81.2
14494,175.26,73.9
14495,185.42,82.1
14496,152.4,77.1
14497,182.88,73
14498,185.42,84.8
14499,154.94,73.9
14500,193.04,88
14501,152.4,74.8
14502,152.4,74.8
14503,182.88,79.8
14504,182.88,78.9
14505,187.96,79.8
14506,172.72,73.9
14507,190.5,81.2
14508,175.26,73.9
14509,182.88,78.9
14510,154.94,83.9
14511,175.26,68.9
14512,172.72,69.9
14513,182.88,74.8
14514,182.88,81.2
14515,193.04,96.2
14516,154.94,82.1
14517,172.72,63
14518,190.5,87.1
14519,175.26,68
14520,185.42,79.8
14521,182.88,79.8
14522,152.4,73
14523,187.96,81.2
14524,185.42,81.2
14525,187.96,83
14526,172.72,66.2
14527,182.88,83
14528,187.96,83
14529,152.4,71.2
14530,182.88,82.1
14531,170.18,68
14532,154.94,68
14533,175.26,68
14534,187.96,89.8
14535,187.96,83.9
14536,187.96,83.9
14537,167.64,73
14538,152.4,73.9
14539,193.04,78
14540,187.96,86.2
14541,185.42,79.8
14542,187.96,84.8
14543,187.96,69.9
14544,187.96,78.9
14545,152.4,69.9
14546,172.72,69.9
14547,154.94,73
14548,172.72,76.2
14549,154.94,76.2
14550,187.96,77.1
14551,187.96,74.8
14552,193.04,96.2
14553,193.04,88
14554,185.42,67.1
14555,190.5,89.8
14556,152.4,73
14557,154.94,76.2
14558,187.96,83.9
14559,193.04,82.1
14560,175.26,66.2
14561,187.96,83
14562,185.42,78
14563,170.18,67.1
14564,152.4,74.8
14565,187.96,84.8
14566,187.96,78.9
14567,185.42,77.1
14568,154.94,74.8
14569,170.18,72.1
14570,167.64,63
14571,154.94,74.8
14572,154.94,76.2
14573,152.4,78
14574,193.04,82.1
14575,167.64,73.9
14576,187.96,82.1
14577,182.88,74.8
14578,172.72,69.9
14579,187.96,82.1
14580,185.42,84.8
14581,167.64,69.9
14582,182.88,69.9
14583,187.96,82.1
14584,172.72,77.1
14585,170.18,59.9
14586,170.18,64.9
14587,152.4,76.2
14588,170.18,68
14589,172.72,79.8
14590,154.94,73
14591,182.88,74.8
14592,152.4,83
14593,175.26,64
14594,193.04,88.9
14595,185.42,78
14596,175.26,69.9
14597,182.88,79.8
14598,152.4,71.2
14599,193.04,83.9
14600,175.26,74.8
14601,175.26,69.9
14602,154.94,74.8
14603,190.5,83.9
14604,152.4,68.9
14605,182.88,73
14606,170.18,60.8
14607,170.18,64
14608,195.58,84.8
14609,187.96,77.1
14610,152.4,67.1
14611,154.94,76.2
14612,185.42,78
14613,182.88,68.9
14614,182.88,74.8
14615,152.4,73.9
14616,175.26,71.2
14617,187.96,84.8
14618,182.88,92.1
14619,152.4,73.9
14620,175.26,73.9
14621,182.88,77.1
14622,185.42,68
14623,187.96,74.8
14624,185.42,79.8
14625,182.88,67.1
14626,185.42,69.9
14627,172.72,68
14628,187.96,86.2
14629,182.88,78.9
14630,187.96,77.1
14631,185.42,78.9
14632,190.5,83
14633,175.26,78
14634,200.66,89.8
14635,190.5,91.2
14636,185.42,83.9
14637,175.26,69.9
14638,172.72,64.9
14639,154.94,74.8
14640,154.94,79.8
14641,185.42,84.8
14642,190.5,87.1
14643,154.94,77.1
14644,187.96,96.2
14645,154.94,78.9
14646,182.88,72.1
14647,182.88,76.2
14648,185.42,88
14649,187.96,84.8
14650,185.42,73
14651,185.42,83
14652,182.88,69.9
14653,185.42,74.8
14654,185.42,73.9
14655,175.26,71.2
14656,185.42,71.2
14657,154.94,78.9
14658,172.72,64.9
14659,175.26,78
14660,182.88,78.9
14661,154.94,69.9
14662,154.94,73.9
14663,187.96,82.1
14664,185.42,78
14665,195.58,77.1
14666,182.88,74.8
14667,182.88,81.2
14668,187.96,79.8
14669,152.4,78.9
14670,185.42,77.1
14671,193.04,79.8
14672,198.12,92.1
14673,182.88,76.2
14674,165.1,60.8
14675,152.4,72.1
14676,152.4,74.8
14677,152.4,72.1
14678,154.94,68.9
14679,175.26,68.9
14680,175.26,73
14681,195.58,83.9
14682,175.26,71.2
14683,187.96,83
14684,154.94,73
14685,187.96,81.2
14686,185.42,69.9
14687,152.4,74.8
14688,193.04,88
14689,154.94,72.1
14690,172.72,63
14691,170.18,68
14692,185.42,79.8
14693,175.26,67.1
14694,172.72,64
14695,175.26,73.9
14696,154.94,74.8
14697,175.26,74.8
14698,152.4,62.1
14699,152.4,81.2
14700,154.94,78
14701,187.96,83.9
14702,187.96,69.9
14703,172.72,73
14704,185.42,81.2
14705,182.88,72.1
14706,175.26,72.1
14707,152.4,78
14708,154.94,76.2
14709,187.96,84.8
14710,175.26,68
14711,152.4,72.1
14712,152.4,78.9
14713,187.96,82.1
14714,175.26,69.9
14715,185.42,81.2
14716,172.72,69.9
14717,175.26,71.2
14718,172.72,73
14719,193.04,81.2
14720,170.18,74.8
14721,182.88,78
14722,152.4,73
14723,152.4,74.8
14724,172.72,66.2
14725,152.4,67.1
14726,198.12,93
14727,175.26,72.1
14728,175.26,68
14729,182.88,76.2
14730,182.88,77.1
14731,170.18,68
14732,187.96,77.1
14733,182.88,74.8
14734,175.26,64
14735,200.66,83.9
14736,187.96,83
14737,190.5,78
14738,185.42,79.8
14739,182.88,89.8
14740,172.72,67.1
14741,185.42,82.1
14742,182.88,74.8
14743,187.96,73.9
14744,172.72,64.9
14745,182.88,76.2
14746,182.88,68
14747,172.72,69.9
14748,187.96,84.8
14749,170.18,73
14750,182.88,79.8
14751,182.88,79.8
14752,154.94,73
14753,152.4,83
14754,182.88,78.9
14755,175.26,67.1
14756,152.4,81.2
14757,154.94,76.2
14758,182.88,69.9
14759,152.4,74.8
14760,152.4,77.1
14761,185.42,78.9
14762,175.26,67.1
14763,154.94,74.8
14764,154.94,83
14765,182.88,78
14766,154.94,78.9
14767,165.1,62.1
14768,187.96,74.8
14769,182.88,86.2
14770,152.4,79.8
14771,152.4,72.1
14772,175.26,69.9
14773,172.72,68
14774,170.18,69.9
14775,154.94,69.9
14776,190.5,83
14777,187.96,88.9
14778,152.4,78
14779,185.42,78.9
14780,185.42,78
14781,154.94,69.9
14782,185.42,78.9
14783,182.88,79.8
14784,185.42,81.2
14785,152.4,78.9
14786,152.4,74.8
14787,190.5,84.8
14788,187.96,78.9
14789,182.88,76.2
14790,185.42,83
14791,165.1,52.2
14792,187.96,78
14793,185.42,74.8
14794,182.88,69.9
14795,182.88,82.1
14796,154.94,76.2
14797,182.88,77.1
14798,152.4,71.2
14799,175.26,74.8
14800,185.42,78.9
14801,175.26,74.8
14802,152.4,74.8
14803,172.72,72.1
14804,195.58,86.2
14805,193.04,88
14806,152.4,78.9
14807,152.4,71.2
14808,193.04,93.9
14809,172.72,68.9
14810,165.1,67.1
14811,154.94,73.9
14812,154.94,82.1
14813,185.42,83.9
14814,182.88,78.9
14815,182.88,78
14816,182.88,79.8
14817,154.94,73
14818,154.94,83
14819,185.42,79.8
14820,182.88,76.2
14821,193.04,88.9
14822,175.26,69.9
14823,152.4,68.9
14824,195.58,86.2
14825,152.4,72.1
14826,195.58,88.9
14827,187.96,81.2
14828,152.4,84.8
14829,185.42,78
14830,152.4,81.2
14831,152.4,76.2
14832,182.88,79.8
14833,187.96,77.1
14834,187.96,79.8
14835,182.88,71.2
14836,182.88,83.9
14837,152.4,77.1
14838,154.94,78
14839,152.4,72.1
14840,182.88,73
14841,152.4,69.9
14842,182.88,79.8
14843,175.26,62.1
14844,185.42,81.2
14845,172.72,62.1
14846,185.42,82.1
14847,185.42,78.9
14848,172.72,71.2
14849,190.5,89.8
14850,172.72,69.9
14851,152.4,73.9
14852,190.5,82.1
14853,152.4,72.1
14854,175.26,74.8
14855,154.94,82.1
14856,190.5,83
14857,185.42,79.8
14858,170.18,74.8
14859,185.42,82.1
14860,152.4,78.9
14861,152.4,76.2
14862,190.5,82.1
14863,154.94,73.9
14864,154.94,67.1
14865,185.42,78
14866,154.94,78
14867,172.72,74.8
14868,170.18,78.9
14869,154.94,76.2
14870,185.42,78.9
14871,190.5,83.9
14872,152.4,77.1
14873,152.4,71.2
14874,172.72,68
14875,175.26,69.9
14876,175.26,68
14877,172.72,74.8
14878,182.88,76.2
14879,185.42,82.1
14880,175.26,73.9
14881,172.72,71.2
14882,154.94,81.2
14883,152.4,72.1
14884,172.72,76.2
14885,152.4,74.8
14886,182.88,76.2
14887,187.96,88
14888,154.94,78.9
14889,190.5,84.8
14890,154.94,77.1
14891,182.88,78
14892,152.4,81.2
14893,154.94,69.9
14894,175.26,76.2
14895,195.58,86.2
14896,152.4,71.2
14897,182.88,79.8
14898,175.26,64
14899,182.88,78.9
14900,152.4,71.2
14901,182.88,87.1
14902,193.04,79.8
14903,154.94,79.8
14904,152.4,74.8
14905,187.96,79.8
14906,154.94,74.8
14907,167.64,64.9
14908,187.96,79.8
14909,170.18,66.2
14910,182.88,76.2
14911,182.88,78
14912,175.26,79.8
14913,175.26,76.2
14914,172.72,72.1
14915,182.88,69.9
14916,182.88,73.9
14917,187.96,87.1
14918,187.96,86.2
14919,182.88,73
14920,154.94,73
14921,185.42,79.8
14922,193.04,93.9
14923,193.04,89.8
14924,170.18,64
14925,175.26,67.1
14926,187.96,83.9
14927,187.96,87.1
14928,187.96,78
14929,182.88,78
14930,182.88,82.1
14931,175.26,69.9
14932,154.94,77.1
14933,152.4,68.9
14934,195.58,94.8
14935,185.42,78
14936,185.42,84.8
14937,154.94,68
14938,152.4,76.2
14939,152.4,68.9
14940,154.94,66.2
14941,165.1,60.8
14942,175.26,72.1
14943,185.42,78
14944,185.42,94.8
14945,172.72,64
14946,152.4,71.2
14947,172.72,69.9
14948,203.2,92.1
14949,187.96,78.9
14950,190.5,88
14951,190.5,82.1
14952,182.88,69.9
14953,190.5,78.9
14954,154.94,79.8
14955,170.18,64
14956,187.96,81.2
14957,170.18,73.9
14958,172.72,72.1
14959,198.12,87.1
14960,185.42,78
14961,152.4,64.9
14962,175.26,69.9
14963,167.64,64.9
14964,172.72,64.9
14965,187.96,79.8
14966,172.72,74.8
14967,167.64,64
14968,187.96,83
14969,182.88,77.1
14970,182.88,72.1
14971,152.4,78
14972,193.04,93.9
14973,185.42,79.8
14974,154.94,68.9
14975,182.88,72.1
14976,187.96,76.2
14977,172.72,68.9
14978,193.04,88.9
14979,185.42,88
14980,152.4,73.9
14981,182.88,74.8
14982,185.42,86.2
14983,170.18,68.9
14984,175.26,74.8
14985,172.72,73
14986,185.42,74.8
14987,154.94,73
14988,187.96,81.2
14989,175.26,69.9
14990,190.5,72.1
14991,182.88,74.8
14992,193.04,88.9
14993,175.26,69.9
14994,185.42,82.1
14995,152.4,78
14996,190.5,82.1
14997,182.88,74.8
14998,182.88,69.9
14999,185.42,78.9
15000,152.4,73.9
15001,185.42,79.8
15002,175.26,69.9
15003,154.94,73
15004,175.26,74.8
15005,182.88,78
15006,187.96,77.1
15007,152.4,71.2
15008,152.4,74.8
15009,175.26,72.1
15010,170.18,67.1
15011,187.96,79.8
15012,193.04,86.2
15013,195.58,79.8
15014,154.94,71.2
15015,154.94,71.2
15016,175.26,69.9
15017,182.88,72.1
15018,152.4,68.9
15019,187.96,73.9
15020,193.04,82.1
15021,175.26,68
15022,170.18,77.1
15023,172.72,73
15024,182.88,69.9
15025,170.18,66.2
15026,182.88,69.9
15027,182.88,74.8
15028,175.26,81.2
15029,154.94,68.9
15030,187.96,81.2
15031,154.94,77.1
15032,175.26,71.2
15033,152.4,69.9
15034,175.26,68
15035,175.26,66.2
15036,182.88,74.8
15037,182.88,77.1
15038,187.96,84.8
15039,185.42,73.9
15040,185.42,77.1
15041,175.26,73
15042,175.26,69.9
15043,175.26,67.1
15044,154.94,79.8
15045,170.18,60.8
15046,185.42,79.8
15047,154.94,73
15048,154.94,77.1
