"","Label","Pyruvate","MethylSuccinate","Phosphoglyceric Acid","Glucose 1-phosphate","Malonic Acid","Fumaric Acid","Alpha-Ketoglutaric Acid","Sarcosine","Cadaverine","5-Aminovaleric Acid","Pipecolate","Tyramine","1-Methylhistidine","isoValeric Acid","2-Hydroxyisovaleric Acid","3-Methyl-2-Oxovaleric Acid","2-Aminoisobutyric acid","Creatinine","Betaine","Taurine","1-Methylhistamine","Pyroglutamic Acid","Creatine","4-Hydroxyproline","Homocysteine","Cysteamine","Carnitine","Glycerate","N-AcetylGlycine","Guanidinoacetate","Benzoic acid","Citraconic Acid","Glutaric Acid","Oxaloacetate","Anthranilate","2-Hydroxyglutarate","2-Aminoadipate","Homogentisate","Hydroxyphenylpyruvic acid","Kynurenate","Xanthurenate","Pantothenic acid","L-Kynurenine","3-Hydroxykynurenine","Cytidine","Uridine","1-Methyladenosine","Hypoxanthine","Oxypurinol","Xanthine","Orotate","Allantoin","Urate","Xanthosine","AMP","IMP","ADP","Adenylosuccinate","Choline","Dimethylglycine","Niacinamide","Methylmalonate","Ascorbic Acid","4-Pyridoxic acid","Biotin","Pyridoxal 5'-phosphate","Trimethylamine","Trimethylamine N-oxide","Shikimic Acid","Hippuric Acid","4-Hydroxybutyrate","Acetylcholine","Deoxycarnitine","13-HODE","18-Hydroxyarachidonic acid","Glycochenodeoxycholate","Acetylcarnitine","Azelaic Acid","Myristic Acid","Margaric Acid","Linoleic Acid","Linolenic Acid","Mannose","Sorbitol","Glyceraldehyde","Erythrose","myoinositol","Fructose","D-Glucoronic acid","N-Acetylneuraminic acid","Lactose","Sucrose","Ornithine","Citrulline","Propionate","Oxalic Acid","Acetoacetate","Adipic Acid","Ribose-5-P","Geranyl-PP","Glycine","Alanine","Serine","Proline","Valine","Threonine","Leucine","iso-Leucine","Asparagine","Aspartic Acid","Glutamine","Lysine","Glutamic acid","Methionine","Histidine","Phenylalanine","Arginine","Tyrosine","Tryptophan","Cystine","lactate","3-Hydroxybenzoic acid","Succinate","Glucose"
"43","1",13.85551,15.82712,13.26527,11.8442,15.12677,17.09388,15.06759,12.16402,11.15118,16.08329,15.34724,10.8808,15.7097,13.71651,16.98546,10.79926,11.89654,16.01453,16.58444,14.74276,12.009362,11.14241,15.96674,14.32789,10.209379,14.60916,17.24773,13.02674,13.10038,12.71063,13.31853,14.25548,13.90926,12.33253,14.52139,14.67676,11.48582,14.19607,11.3758,11.633,12.08391,14.15759,11.66336,12.03836,11.049459,11.10944,15.33589,14.05618,12.63709,13.81409,14.43103,13.21655,16.87916,12.38022,12.79194,11.478692,11.59367,10.82884,17.10877,13.7373,11.57545,14.67509,13.31184,13.51002,13.11274,12.25995,14.09673,16.62637,15.5743,13.20624,12.57579,14.72983,10.98046,11.59649,10.514523,11.26871,17.01922,12.98222,13.43749,10.95302,11.65769,14.48563,16.46554,12.46316,12.04366,12.07582,14.53652,12.93615,13.96856,11.09766,13.83463,12.81292,15.43574,17.45188,10.87251,11.34407,11.79467,12.18361,11.25629,11.6234,5.020993,5.721304,4.559239,4.509432,4.812756,5.025744,4.501261,3.714081,3.848532,1.757368,6.251218,5.031066,3.46245,3.416049,4.527473,4.084901,4.305352,3.930183,3.063406,3.838334,6.857591,2.67368,2.548548,8.398240299
"44","1",13.54274,15.69767,14.14451,12.5674,12.97192,14.86866,14.95094,12.338,11.3169,16.15857,15.50055,11.03316,14.40292,13.62144,16.41739,10.8933,12.23333,16.7374,15.2197,15.2324,11.048358,10.99612,14.50948,14.25699,10.394492,13.4962,16.74847,12.44715,13.34173,12.29351,13.41999,13.75051,13.59523,13.45225,14.5083,14.95745,12.11897,14.19562,12.32283,11.5712,11.88381,13.02272,12.48119,11.95004,10.019645,11.68595,15.33394,15.47707,15.29193,16.36961,14.24248,13.32964,17.15525,13.49532,13.7376,13.092707,13.53782,11.244,17.30866,13.45329,12.15592,15.44534,13.51204,13.56273,13.42973,12.28614,13.64814,17.38172,17.09046,15.40118,12.52157,15.23456,11.36192,11.36859,10.234838,13.11208,16.36387,13.33223,12.8565,11.65306,11.01489,13.9526,16.42518,12.18092,11.658,12.52405,15.6196,13.93805,13.77222,12.84064,12.923,12.73805,15.27498,17.336,10.737814,10.93068,11.27516,12.1439,11.62185,11.89058,4.739407,5.764076,3.891451,4.996894,4.768813,4.686534,4.590903,3.918606,3.701077,2.115495,6.052458,5.066747,4.810716,3.072521,4.316029,4.15561,4.251034,3.623233,3.400403,3.573865,6.495785,1.86518,2.135729,8.237084206
"45","1",13.99539,15.76304,13.42201,12.30399,13.35098,13.34319,14.94415,12.34653,11.35356,16.04614,15.62801,10.86008,14.43197,13.79402,16.5139,10.76137,12.02234,15.96084,15.91559,15.27607,10.972368,11.25953,16.05646,14.06065,10.31685,12.83466,16.85127,12.67042,14.00424,11.8588,13.11343,13.76001,13.94807,12.35142,14.52111,14.47046,11.93844,14.29712,11.3162,12.04577,12.33395,13.1268,12.29682,12.08554,9.954158,11.01648,14.78785,14.37336,13.80023,14.74795,14.50078,13.12749,17.25926,12.13524,13.39892,11.210086,13.45728,11.24331,17.16698,13.61062,11.96098,14.94465,12.69395,13.49267,12.74003,12.34759,13.72337,18.25923,16.11753,14.07573,12.38615,14.5693,10.78719,11.63008,10.562371,10.86401,16.44235,12.92942,12.90569,11.39988,11.42048,13.95237,16.53771,12.59381,12.31811,12.48362,14.46868,13.53677,12.77474,11.65405,12.87442,12.60331,14.86314,16.96153,10.895748,11.00146,11.85814,12.10443,11.67423,12.20544,5.206613,5.836282,4.172566,5.221793,4.718275,4.794163,4.494621,3.769139,3.778377,1.801859,6.199438,5.254788,4.303913,3.31986,4.557091,4.191058,4.233932,4.075762,3.850118,3.194136,6.84158,2.551983,2.417319,8.467315869
"46","1",13.52692,15.58391,15.23615,13.34326,14.65211,14.66457,14.87288,12.14883,11.12083,15.92614,15.32664,10.78176,15.18258,13.73736,16.75607,11.02218,12.20669,16.71323,16.09144,15.11021,11.572232,11.02644,14.89076,14.8841,10.317787,13.9735,16.76951,12.58231,14.05411,12.42474,13.34348,13.48078,13.58395,13.07474,14.51835,15.07339,11.61374,14.59329,12.29724,11.26268,12.05066,13.90988,12.79354,12.02987,10.171327,11.487,15.06786,14.47916,12.08458,13.23392,14.3819,13.98943,17.46072,11.78333,14.31479,12.725666,13.40469,11.79258,17.3585,13.86653,12.25926,15.21844,14.26806,13.52235,13.21831,12.18499,13.64036,18.22966,17.40519,15.42664,12.34576,15.34636,11.45702,11.87744,10.449112,10.90938,16.98859,13.11613,12.92773,11.26719,11.76341,14.13213,16.37393,11.91348,11.83495,12.50233,15.62687,13.61358,13.36654,12.11617,13.83102,12.62623,15.01298,17.45518,11.30003,10.84731,12.26549,12.31266,11.23806,11.9208,5.086931,5.464256,4.079755,4.940151,4.698068,4.588231,4.524422,3.782492,3.768611,2.011908,6.090012,5.016004,4.519843,2.991572,4.480357,3.970858,4.432734,3.383253,3.350181,3.313648,6.379664,3.679456,2.722867,8.486501487
"47","1",14.09833,15.57297,13.83974,12.90805,12.83008,14.25338,14.68821,12.0919,11.03392,16.04877,15.33926,10.81841,14.56778,13.70694,17.49393,10.701,12.3582,16.95672,16.35875,15.17461,11.21519,10.8083,15.02398,15.04729,10.013894,13.50546,16.87793,12.50474,13.8314,12.204,12.76764,13.98359,13.9398,12.9417,14.46911,15.0738,11.3197,14.83332,12.0359,12.00678,11.96936,13.71895,13.0782,12.06419,9.750257,11.3283,15.64429,13.58826,11.70493,12.93717,14.51052,13.45803,17.64283,12.45638,14.0974,12.541064,13.23303,11.6129,17.39808,13.36899,12.07111,15.21088,13.63543,13.53277,13.13666,12.39623,13.72047,17.91035,17.98449,16.044,12.29938,15.22302,11.456,11.34282,10.541315,15.17908,16.76303,13.01712,13.44989,10.88977,10.93693,13.70789,16.39949,12.16306,11.43505,12.50993,15.27894,14.63188,13.24763,12.23876,13.34366,12.80511,14.83831,17.47719,10.758988,11.5848,11.67938,11.98437,11.32846,12.07145,4.919297,6.089195,4.055951,5.013944,4.789513,4.572071,4.437656,3.927692,3.680868,2.267935,6.035783,5.005219,4.255209,3.170373,4.492121,4.102819,4.716647,3.649471,3.32221,3.487048,7.053267,1.250891,2.501105,8.518012162
"48","1",14.23793,15.67889,13.97698,12.43053,12.67435,13.67961,14.8502,11.54284,11.09611,15.92451,15.53296,10.85608,13.48268,13.70497,16.71779,10.6417,11.97307,16.65214,16.03597,15.05053,10.136392,10.88005,14.8368,14.12349,10.4068,13.24959,16.5732,12.49608,13.67692,12.32509,13.00186,13.50822,13.69815,12.51766,14.39403,14.58148,11.35044,14.46609,12.00333,12.44205,12.0297,12.99633,12.83912,12.06185,9.963788,11.74597,15.31661,14.75144,12.05468,13.24676,14.43252,13.30087,17.53778,11.89176,13.54683,11.540441,13.083,11.48417,17.1574,12.89416,11.94982,15.04995,13.64619,13.48196,13.37845,12.36401,13.38789,17.1756,17.15171,14.65311,12.36388,14.87753,11.01998,10.95024,10.241951,12.43229,16.46499,13.18169,13.33868,11.48331,11.12524,13.6771,16.3929,11.99923,11.40962,12.44382,15.2824,14.55342,13.50843,12.32818,13.52928,12.52097,15.01555,17.5839,10.648351,12.21403,11.37581,12.6832,11.66842,12.04882,4.84635,5.649701,3.811714,5.139522,4.580333,4.693494,4.225204,3.739519,3.741716,2.100668,6.110394,5.134889,4.39537,3.049383,4.36975,3.938524,4.500298,3.366916,3.343465,3.536378,7.52753,1.756122,2.449833,8.363991765
"49","1",13.97016,16.02772,14.24432,13.32862,13.0674,15.25011,14.96873,11.89499,11.02822,16.0622,15.52553,10.68434,14.78733,13.71071,17.30563,10.30243,12.09546,16.29715,16.58402,15.52762,11.289394,10.83274,15.27415,14.10196,10.263844,13.32761,16.97822,12.53234,13.46621,12.97731,13.08561,13.81782,13.96725,12.67591,14.43753,14.68479,11.74937,14.43187,11.84782,11.83637,12.01123,12.42976,12.21196,11.97882,10.443362,11.18595,15.25605,13.84132,12.36428,13.60931,14.38575,13.60265,17.22885,12.35385,14.25176,12.984417,13.73188,11.92188,17.2706,13.75425,12.194,15.15312,13.56509,13.4355,12.90835,12.14519,13.8519,17.5926,18.17799,13.77722,12.24366,15.08945,11.47154,12.04972,9.996174,12.57144,16.95016,13.16655,13.31815,12.15139,11.49988,14.24289,16.38824,12.38158,12.15482,12.48148,14.95627,14.46026,14.87439,12.87601,12.67754,12.88026,15.27589,17.43822,11.020132,11.52254,11.89296,12.23899,11.75517,11.61539,5.192826,5.876088,4.000456,4.732407,4.829504,4.681438,4.671275,4.007797,4.159843,2.292998,6.191732,5.167056,4.642716,3.291092,4.65687,4.185054,4.52908,3.866081,3.421321,3.643749,6.958296,1.745003,2.890356,8.400513643
"53","1",13.79466,15.4458,13.47505,12.27926,13.65349,13.25867,14.79651,11.68074,11.12557,16.33032,15.50029,10.77781,14.76661,13.73793,17.82859,11.26222,12.13482,16.44755,16.14185,14.81271,11.391976,11.08141,16.01393,14.97631,10.322003,12.87601,16.61265,13.04877,15.18187,12.43745,14.12069,13.88112,14.58096,12.3415,14.50722,14.61158,11.60622,14.6297,11.87732,11.36139,12.10201,13.20245,12.47487,12.04545,8.909598,10.56652,15.3484,13.36777,11.77066,12.96256,14.35349,13.09716,17.50207,12.10856,13.97934,11.892903,12.31708,11.49895,17.27721,13.40912,11.58679,14.73533,13.14332,13.58814,12.46041,12.35775,13.44666,17.46944,17.77292,15.15947,12.71617,14.8426,11.12917,11.71103,10.498761,13.89375,16.88974,13.19736,13.10934,11.56151,11.66409,14.34551,16.50105,12.40555,11.66785,12.52705,15.03426,13.48909,12.63436,11.83553,11.25776,12.72474,15.25314,16.88,10.630666,10.85549,12.14322,12.37668,11.3476,12.05329,5.48501,5.361034,4.402749,4.862384,4.925259,4.946814,4.606938,4.137957,3.506846,1.65076,6.050005,5.077195,4.163216,3.178347,4.321101,4.044857,4.150974,3.80407,3.573456,3.498864,6.469232,2.84002,2.767087,8.47464557
"55","1",14.10366,15.5681,13.47276,12.20215,12.95066,14.1401,14.57316,11.5372,11.25697,16.06441,15.66764,10.64414,14.86466,13.74324,16.24074,11.77263,12.10858,16.89939,16.38872,15.21285,11.3405,11.0908,15.54803,13.84655,10.24948,13.74313,16.4638,12.42149,13.52071,12.3737,12.93593,13.83898,13.18182,12.94902,14.48143,15.10932,12.042,14.56457,11.67707,11.79911,12.02782,13.36659,12.58284,11.96184,10.349814,11.54206,15.4815,13.24332,11.86752,13.27237,14.40329,13.59324,17.62906,12.05816,13.26297,11.245977,13.10592,10.94439,17.23822,13.31697,12.00214,14.99336,13.3356,13.53063,13.27399,12.45245,13.39026,16.54202,17.74117,14.55352,12.21393,15.04082,11.1068,11.02711,10.643186,12.35151,16.07481,13.04892,12.70453,10.97181,11.01108,13.70197,16.45052,11.87191,11.36777,12.50136,15.05879,13.55435,13.31059,12.5593,13.97054,12.69954,14.66031,17.33825,10.872546,11.12371,12.25987,12.08133,11.69517,12.05325,4.460529,5.690865,3.757076,5.030977,4.821895,4.444176,4.530638,4.027286,3.631091,1.964368,5.970134,5.22532,4.386094,3.029084,4.331688,4.076661,4.417399,3.274718,3.111471,2.990823,6.765249,1.777345,2.373036,8.395026425
"64","1",13.72062,15.58709,13.22418,11.94661,12.84524,13.75362,14.73836,11.99837,11.07042,16.06141,15.65788,10.84042,15.67699,13.84091,16.43076,11.70389,12.3898,16.4343,15.963,14.7837,12.180049,11.06858,14.32317,14.59528,10.449271,12.79172,16.777,12.57784,13.51702,12.58553,13.08407,13.70746,13.59506,12.32951,14.5103,14.64081,11.72826,14.34492,11.74618,11.72863,11.77043,12.93458,12.06822,11.99131,9.882718,11.06945,15.50907,14.41514,14.09823,15.18339,14.40731,13.36663,17.32842,12.54732,12.70165,11.902573,12.34637,11.32236,17.43411,13.42015,11.54607,14.84649,13.16372,13.54448,13.02469,12.34704,13.64986,17.11912,16.42407,15.16189,12.44648,15.05177,11.3413,11.12362,10.368845,13.32631,16.48972,13.14288,13.1658,11.2598,11.2393,13.79597,16.35307,11.95155,11.46119,12.61555,15.04853,14.0816,13.39804,11.89927,14.47436,12.79039,14.97948,17.16555,10.625742,11.27524,11.78361,12.07099,11.27549,11.75957,4.924025,5.906509,4.002989,4.678329,4.736523,4.38614,4.47002,3.89666,3.648272,1.685844,6.058006,5.198584,3.968569,3.056536,4.387599,3.933511,4.246532,3.337598,3.19795,3.228279,6.869973,1.82223,2.099936,8.476513526
"65","1",13.33643,15.46228,13.44104,12.6129,14.52611,13.40552,14.84344,11.95291,11.00626,15.95142,15.36198,10.78288,15.40102,13.52713,16.11505,11.56988,12.27621,16.61034,16.04117,15.25875,11.83418,11.09053,15.63885,14.5521,10.34326,13.95863,16.54049,12.82507,15.52406,12.62659,13.3954,14.80902,13.46556,13.62993,14.48444,14.95452,11.58115,14.24273,12.42498,11.11591,11.86564,15.51665,12.24039,12.06917,10.115172,11.71973,15.29907,13.8031,11.95619,13.14842,14.42665,13.7529,17.03134,11.93508,13.98776,11.857913,13.24643,11.84425,17.36452,13.76632,11.83413,15.18333,14.5263,13.4739,13.4167,12.27283,13.39065,17.57601,17.75821,16.07936,12.33165,15.00149,11.13207,12.22673,10.601491,12.71897,16.61326,13.97191,12.80142,11.52111,11.5135,14.35834,16.32251,11.88039,11.85425,12.38517,15.62921,15.57863,13.90961,11.96937,13.24529,12.72954,15.18666,17.55053,10.550137,10.53411,12.12636,14.21704,11.0631,11.85347,5.246096,5.24784,4.134387,4.673558,4.683225,4.454912,4.332378,3.649875,3.499862,1.900733,6.088373,5.062203,4.027497,3.008413,4.29358,3.946865,4.445984,3.336494,3.30454,3.584052,6.367939,3.59597,2.855985,8.215932421
"76","1",13.71265,15.7107,13.4505,12.08505,13.10752,13.23552,14.8927,12.35252,11.34016,16.17742,15.53678,10.92616,15.55354,13.7413,17.31019,11.62889,11.9253,16.38796,16.69508,14.92232,12.172612,10.87232,15.44695,14.8153,10.310815,12.74486,17.00055,13.10357,14.26949,12.99847,12.84739,13.82459,14.27857,12.22607,14.54784,14.61561,11.62643,14.60025,11.28811,11.46559,12.21032,12.99497,12.13045,12.04795,9.317507,11.24641,15.23442,14.6079,15.13618,16.25987,14.28839,13.2207,17.40079,13.06987,13.18452,11.837455,12.69894,11.68897,17.07819,13.20618,11.60852,14.46993,13.41252,13.573,13.14219,12.07048,13.84678,16.91822,17.92297,13.29912,12.49184,15.26898,11.50934,11.31979,10.686118,13.60321,16.76603,13.12893,13.0265,11.21346,10.84358,13.92494,16.49021,12.19499,11.8322,12.46233,14.47319,12.52569,12.31995,11.45668,10.92391,12.61456,15.04471,17.17985,10.688504,10.82175,11.87197,13.61987,11.39418,11.54491,5.426604,5.571144,4.559726,5.011996,4.825443,4.726911,4.608021,4.003333,3.720556,1.729808,6.109213,5.151798,4.516255,3.291318,4.394059,3.957019,4.286366,3.667046,3.606033,3.343059,6.648593,2.106706,2.409483,8.38030435
"77","1",14.13635,15.64666,13.70718,12.39772,12.88536,12.59025,14.73214,12.20664,11.3001,15.98713,15.55341,10.93034,14.15236,13.82738,16.05222,0.6079275,11.77441,15.77935,16.12576,15.34916,10.599784,11.14241,15.67569,13.58954,10.281712,13.12506,16.50923,12.70622,13.99426,12.72214,14.33625,14.41108,13.60914,12.14839,14.38133,14.48329,11.49025,14.47427,11.26191,12.1989,12.03018,13.93271,12.25923,12.08323,9.238201,11.29812,14.993,13.7945,12.19316,13.48317,14.43571,13.1479,17.51772,11.57237,13.7603,11.381999,13.52976,11.39341,17.0544,13.45139,12.17737,13.75786,12.57245,13.50527,13.32068,12.30646,13.30528,14.34276,17.65205,14.87685,12.69043,14.09597,10.4209,11.74348,10.87012,12.9445,15.88743,13.01247,13.0064,11.06629,11.24049,14.17405,16.42556,12.50657,11.48144,12.69375,14.60534,13.1306,12.12144,11.3227,11.35359,12.73415,14.96601,16.82468,9.927666,11.93068,11.21113,11.83185,11.33217,11.96626,5.195859,6.194097,4.369442,4.733394,4.693592,4.633612,4.422871,3.745057,3.619116,1.735771,6.056393,5.064809,4.275522,3.156838,4.541126,4.073425,4.413411,3.980865,3.601304,3.262284,7.191626,2.070683,2.41889,8.449288316
"81","1",13.87776,15.86505,13.65274,11.85961,12.58044,13.6146,14.95307,12.41974,11.25351,16.19784,15.73494,11.01661,14.61529,13.74514,17.29673,12.45621,11.80288,16.30354,16.32154,15.00167,10.925379,11.14819,15.19901,14.93825,10.419342,13.18479,16.79983,12.70565,13.30058,12.83471,13.39927,15.26418,14.04486,12.98128,14.47656,14.74696,12.02073,14.63967,11.89587,11.46581,12.06795,12.77688,12.34844,12.06583,9.903846,10.84892,15.29221,12.85734,11.30252,12.68439,14.61795,13.07436,17.55429,11.82359,13.20781,11.830087,12.98108,11.51494,17.06743,13.64283,11.48632,15.04171,12.11353,13.70659,12.40539,12.30344,13.77226,17.05897,17.41357,15.961,12.15883,15.13461,11.20402,10.71794,10.590064,12.48953,16.25976,12.91624,13.03356,11.44419,10.68959,13.2508,16.42177,12.51216,11.71874,12.38292,15.17597,13.64655,13.03931,11.35865,14.18245,12.79629,15.20922,17.16281,11.047973,11.12095,11.88972,12.37381,11.6044,11.70033,4.702829,5.693077,4.048143,5.182789,4.895591,4.802737,4.775412,4.329092,3.884833,1.86205,6.078601,5.293244,4.004563,3.399758,4.526731,4.229098,4.611527,3.941546,3.489113,3.304206,6.659048,1.688147,2.160634,8.381040067
"88","1",13.10107,15.56311,14.13404,12.75189,14.32928,13.31739,14.88129,12.05065,10.99377,15.75423,15.39998,11.12063,13.82731,13.63999,15.87073,11.57432,11.8266,16.13313,16.58788,15.73001,10.155706,11.30329,15.30571,14.23355,10.469649,13.79376,16.7429,12.42428,14.25081,12.45821,13.0754,13.51663,13.2884,12.25222,14.46392,14.39239,11.20384,14.18855,11.13177,11.48278,12.03779,13.35059,11.99549,12.11057,10.046715,11.62026,15.21515,13.75942,12.16119,13.48534,14.48655,13.30763,17.16411,11.65271,13.84588,12.408925,13.93305,11.79263,17.01706,13.6642,12.51048,14.22584,13.5433,13.47487,13.45688,12.42232,13.50627,16.65181,17.49178,13.95373,12.59238,15.05372,11.26316,11.73698,10.455881,10.16068,16.52172,13.20792,12.31899,11.28102,11.57478,14.43741,16.47621,11.98936,11.06876,12.39863,14.46999,12.89346,13.46053,12.45625,10.84838,12.73925,14.89171,17.01409,9.965723,10.66031,11.73777,12.18519,11.46746,12.07104,4.951055,5.228678,3.968263,4.077661,4.563223,4.718403,4.348579,3.540518,3.527099,1.892339,6.09119,5.035574,3.967225,2.73922,4.366838,3.966853,4.288859,3.387935,3.194383,3.073232,6.376179,3.425897,2.57707,8.33004216
"89","1",13.69988,15.63353,13.0781,11.84827,14.0066,12.8774,14.89391,12.01957,10.94329,16.20118,15.56715,10.85006,13.79974,13.73477,16.46461,11.36304,12.27846,16.32001,16.39564,14.75857,10.415304,11.00972,14.45604,13.9856,10.316022,13.79592,16.86796,12.44035,13.26077,12.47313,13.29146,14.01206,13.80163,12.35512,14.55999,14.55547,11.46609,14.65739,11.76115,11.71801,12.35666,14.37405,12.81968,12.04354,10.202184,11.57523,15.32987,14.30055,12.63318,13.84187,14.54438,13.47604,17.57396,12.50239,12.56779,11.25761,12.17085,11.14182,17.40142,13.61949,11.43519,14.60004,12.79802,13.54852,13.30188,12.29315,13.73752,16.6467,17.04347,15.36769,12.88963,14.98263,11.21815,11.26881,10.408771,13.46977,16.84172,13.10319,12.9188,11.48059,11.27602,14.19502,16.43447,12.35406,11.75094,12.71587,15.02654,12.80864,12.82252,11.24806,12.70206,12.90248,15.07648,17.17823,10.891217,11.19745,11.89355,12.13706,11.3704,11.65656,4.72472,5.725464,3.947458,4.694903,4.904985,4.501671,4.660872,4.067275,3.775227,1.713998,6.188043,5.251018,4.320616,3.170948,4.414336,4.232457,4.329651,3.760205,3.630793,3.029616,6.74355,3.208075,2.329893,8.449347238
"98","1",13.76974,15.61756,13.98369,12.40464,14.10859,13.6664,14.98444,12.11425,11.19234,15.92431,15.54583,10.93717,14.4972,13.75726,16.11877,11.58333,11.74965,16.33057,16.16775,15.11997,11.008648,11.22472,15.3136,14.52508,10.302177,13.74361,16.49275,12.85673,14.58499,12.70552,13.5049,14.37308,13.43295,12.37921,14.51224,14.91346,11.31717,14.59365,11.98634,11.5347,12.32813,14.6059,12.73486,12.05513,10.368528,11.76678,15.43275,14.16319,12.48687,13.70782,14.63542,13.45981,17.19042,12.13775,13.39229,12.409226,12.88944,11.75689,17.0289,13.58405,12.02607,14.68626,13.76905,13.50563,13.42274,12.0109,13.37789,17.48612,16.69773,15.39907,12.8275,14.97343,10.96152,11.28422,10.605564,12.14917,16.82245,12.75021,13.16662,11.53838,11.33136,14.14046,16.45595,12.12519,11.51269,12.36897,15.19284,13.10342,12.82666,11.68833,12.39487,12.79199,15.13631,17.4556,10.537163,10.89025,11.91447,12.44271,11.50123,11.73096,5.084821,5.469333,4.432935,4.706076,4.69954,4.715699,4.344666,3.71694,3.694116,1.973646,6.221873,5.056101,4.404677,3.022429,4.341897,3.983024,4.571687,3.522884,3.649491,3.605751,6.585925,3.288916,2.731427,8.495184688
"99","1",13.88199,15.63494,12.68726,11.64905,12.83969,12.59696,14.78788,11.97417,11.09095,16.02053,15.4915,10.79246,14.28348,13.77271,16.26224,11.31245,11.68818,15.91968,16.49864,14.36916,10.75657,11.1658,15.00117,13.98282,10.232597,12.29954,16.56906,12.27539,13.12711,12.29466,12.93984,13.42609,13.76929,12.26513,14.53877,14.33486,11.22937,14.23088,11.43939,12.03656,11.95947,12.92095,12.7808,11.94209,9.71357,11.34293,15.08082,14.01523,12.2777,13.43666,14.38257,13.20783,17.18046,11.69033,11.44761,10.772255,11.18318,10.77546,16.89142,13.01216,10.87652,14.19155,12.61499,13.59149,13.05605,12.35145,13.43477,17.2044,17.16738,15.783,12.50824,14.8411,11.10245,11.45452,10.425584,12.1913,16.27529,12.98917,13.22723,11.15941,11.35681,14.15627,16.37626,12.26656,11.3605,12.5975,14.61299,12.79029,12.5585,11.38627,13.49647,12.67828,14.85911,16.88587,10.234112,11.50783,11.3164,12.29309,11.593,11.72213,4.829678,5.673119,3.798171,4.694957,4.657741,4.477508,4.338406,3.679495,3.666233,1.43705,6.033638,5.073799,3.219787,3.010621,4.269239,4.029189,4.106445,3.719126,3.212139,3.381057,7.102711,2.093669,2.238217,8.352756627
"100","1",13.91139,15.80854,13.25565,12.07206,12.82931,12.51893,14.9142,12.00978,11.24142,15.8983,15.56876,10.60586,15.63604,13.53578,16.65187,11.49555,11.7904,15.94671,16.44872,14.72864,12.105801,11.06876,15.11302,14.17904,10.400417,12.8928,16.59508,12.69557,13.35888,12.8501,13.38528,14.82625,13.70714,12.31,14.52676,14.45228,11.42606,14.33236,11.5231,11.62029,11.92161,12.87301,12.01323,12.00766,9.07316,11.70972,15.06083,13.41084,12.17817,13.28482,14.47573,12.89407,17.1374,11.83927,13.3469,11.889971,12.73853,11.55648,16.97699,13.45317,11.36259,14.68096,12.91909,13.45518,13.52923,12.31929,13.4852,16.78286,16.9776,15.7712,12.60344,14.74535,10.92271,11.79646,10.524371,11.98521,15.96783,12.76469,12.94388,11.25865,11.5977,14.09464,16.39789,12.38707,11.40248,12.27564,14.75798,14.06984,12.49624,11.3396,12.65087,12.74226,14.81568,17.18536,10.426675,10.94337,11.85375,13.18865,11.4762,11.88824,5.200198,5.950701,4.252276,4.66652,4.635151,5.005895,4.25971,3.514071,3.889273,1.485338,6.139494,5.257177,3.740175,3.090658,4.570584,3.935102,4.676844,3.735049,3.427296,3.121327,6.751464,2.099744,2.46006,8.268259167
"101","1",14.00419,15.57806,15.0501,12.95534,12.02106,12.69825,14.83886,11.86422,11.36172,16.00494,15.63588,11.05116,13.98728,13.73069,15.85725,11.35738,11.81552,16.27644,16.27372,15.84899,10.521105,11.17451,15.58741,14.22698,10.097835,12.5049,16.84341,12.66203,14.54543,12.52053,13.19389,13.80838,13.4016,12.35474,14.60265,14.7178,11.01166,14.33733,11.52341,11.93063,11.97827,12.76535,12.24935,12.02126,10.362773,11.25937,15.21489,14.43267,12.35305,13.5341,14.43133,13.56691,17.211,11.84492,14.16924,13.303047,14.07966,12.10795,16.96799,12.73576,12.63387,14.36915,13.21996,13.54355,12.89068,12.44202,13.65278,17.68796,17.0295,14.88457,12.34297,14.81843,10.99417,11.22493,10.6597,13.66377,16.26169,12.94665,13.18326,11.3741,11.0633,13.62199,16.39761,12.07323,11.53388,12.54536,14.73747,13.82769,12.83481,12.07642,13.16223,12.75434,14.94494,17.13025,9.797218,11.44561,11.03677,11.911,11.44324,11.94185,5.417884,5.710766,3.932227,4.852424,4.637987,4.95241,4.265526,3.623658,3.625145,2.665589,6.054224,5.197004,4.498684,3.01957,4.423799,4.16976,4.259914,3.433266,3.31755,3.491284,7.009974,1.215855,2.71685,8.382160574
