full_name,height_cm,weight_kgs
Franco Daniel Jara,154.94,77.1
Manuel Gulde,182.88,78
Nuno Miguel Ribeiro da Cruz Jerónimo Sequeira,182.88,78.9
Martin Ødegaard,152.4,68
João Carlos Vilaça Teixeira,152.4,76.2
Rubén  Rochina Naixes,182.88,76.2
Nikola Vlašić,152.4,78.9
Jacques-Alaixys Romao,154.94,73.9
Wesley Hoedt,187.96,77.1
Rubén Castro Martín,170.18,68
Ramy Bensebaini,185.42,74.8
Rachid Ghezzal,182.88,69.9
Jérôme Gondorf,175.26,78
Filip Helander,193.04,83.9
Viktor Claesson,182.88,78.9
Alex Renato Ibarra Mina,175.26,68.9
Pedro Mosquera Parada,182.88,76.2
Jorge Figal,154.94,64
Francesco Magnanelli,154.94,78.9
Edson André Sitoe,187.96,78.9
Christian Maggio,182.88,78.9
Selçuk İnan,182.88,73.9
Gonzalo Julián Melero Manzanares,182.88,77.1
Daniel Eduardo Bocanegra Ortíz,182.88,76.2
Christopher Paolo César Hurtado Huertas,175.26,72.1
Konan Gilles Fofana,187.96,81.2
Kaíque Osvaldo Castro Rodrigues,190.5,88
Kouamé Konan Traoré,152.4,74.8
Mubarak Wakaso,170.18,72.1
Suat Serdar,182.88,74.8
Curtis  Davies,187.96,88.9
Junior Alonso,182.88,82.1
Hernâni Jorge Santos Fortes,152.4,68.9
Nolan Roux,182.88,78
Ricardo José Araújo Ferreira,190.5,76.2
Kaan Ayhan,182.88,83.9
Marco Bizot,193.04,84.8
Cristopher Benjamín Toselli Ríos,182.88,74.8
José Carlos Gonçalves Rodrigues,182.88,67.1
Borja Valle Balonga,152.4,72.1
Nuno Miguel Sousa Pinto,172.72,64.9
Sinan Bolat,185.42,83
Emmanuel Mas,154.94,81.2
Diego Biseswar,175.26,78.9
Víctor Alfonso Guzmán Guzmán,175.26,81.2
Simone Missiroli,190.5,77.1
Mikel Merino Zazón,185.42,83
Joel Nathaniel Campbell Samuels,152.4,72.1
Aden Flint,198.12,83
Janik Haberer,185.42,77.1
Konstantinos Stafylidis,152.4,77.1
Charlie Daniels,152.4,74.8
Miha Mevlja,190.5,83
Michael Krmenčík,190.5,89.8
Luca Rigoni,185.42,76.2
昌子 源,182.88,73.9
Christian Alberto Cueva Bravo,167.64,60.8
Tiago Miguel Baía Pinto,152.4,69.9
Martín Aguirregabiria,152.4,72.1
Júnior Fernandes,182.88,78
Danilo Cataldi,154.94,69.9
吉田 麻也,187.96,78
Rolando Mandragora,182.88,76.2
Jarlan Barrera,170.18,73
Yunis Abdelhamid,190.5,83
Teemu Pukki,154.94,79.8
Callum McGregor,175.26,73.9
David Timor Copoví,185.42,79.8
Luca Antonelli,182.88,78.9
Federico Marchetti,187.96,83
Alfredo Donnarumma,154.94,74.8
Ramazan Özcan,182.88,78
Vladislav Ignatiev,154.94,72.1
Edouard Mendy,198.12,86.2
Hanno Behrens,187.96,82.1
Thomas Didillon,187.96,88
Emiliano Moretti,182.88,77.1
Kevin Akpoguma,193.04,84.8
Amin Younes,167.64,71.2
Laureano Antonio Villa Suárez,170.18,63
Mohamed Diamé,182.88,86.2
Björn Engels,193.04,83
Dennis Aogo,185.42,83
Oussama Idrissi,182.88,78
Stefan Mitrović,187.96,83.9
Matías Ezequiel Suárez,182.88,74.8
Fábio Santos Martins,152.4,69.9
Sven Kums,175.26,73
Cássio Albuquerque dos Anjos,185.42,78.9
Guram Kashia,185.42,87.1
Pablo Hernández Domínguez,172.72,66.2
Óscar Melendo Jiménez,167.64,63
Joaquín Navarro Jiménez,152.4,71.2
Peter Pekarík,175.26,69.9
Gonçalo Mendes Paciência,182.88,83
Jesper Hansen,187.96,78
Lucas Deaux,187.96,82.1
Sandro  Ramírez Castillo,175.26,71.2
Danilo Manuel Aldair Rochela,152.4,74.8
Paulo Dino Gazzaniga,195.58,89.8
Giovani dos Santos Ramírez,175.26,71.2
José Manuel Rodríguez Benito,187.96,79.8
Fabian Schär,187.96,83.9
Abdenasser El Khayati,185.42,68.9
Sergio Gontán Gallardo,172.72,68
Romain Thomas,193.04,83.9
Andrés Felipe Roa Estrada,175.26,68.9
Manuel Marouan da Costa Trinidade,190.5,83.9
John Michael Nchekwube Obinna,187.96,86.2
Ciro Rius,170.18,72.1
Téji Savanier,170.18,62.1
Jens Toornstra,152.4,73.9
Nabil Dirar,187.96,78.9
Tom Davies,185.42,69.9
Pierrick Capelle,154.94,73
Nanitamo Jonathan Ikoné,175.26,73
Evan N'Dicka,193.04,79.8
Steve Mounié,190.5,79.8
Youcef Attal,175.26,69.9
Ghislain Konan,175.26,71.2
Noussair Mazraoui,182.88,62.1
Matías Nicolás Caruzzo,185.42,79.8
Sebastián César Helios Ribas Barbato,187.96,79.8
Paul Baysse,182.88,82.1
Renato Júnior Luz Sanches,175.26,69.9
Sergio Postigo Redondo,185.42,78
Mariano Damián Barbosa,187.96,78.9
Khouma El Hadji Babacar,185.42,84.8
Marcus Coco,182.88,78
Fabrício dos Santos Messias,182.88,78
Jozy Altidore,182.88,78.9
Carlos Daniel López Huesca,175.26,69.9
Jorgino Silas Ruiz Prestes,152.4,74.8
Lévy Koffi Djidji,182.88,81.2
Ryan Sessegnon,152.4,71.2
Nicholas Júlio Aldair Leal,187.96,81.2
Andre Blake,193.04,78.9
Stefan Ilsanker,187.96,86.2
Kaku Guélor Kanga,167.64,67.1
Omar Elabdellaoui,152.4,73.9
Allan McGregor,182.88,73.9
Josip Drmić,182.88,81.2
Brad Jones,193.04,87.1
Andrés Eduardo Pérez Gutiérrez,154.94,74.8
Sergio Padt,198.12,84.8
Oier Olazábal Paredes,190.5,91.2
Papiss Demba Cissé,182.88,73
Bernardo Fernandes da Silva Junior,185.42,76.2
Unai Bustinza Martínez,175.26,73.9
Mato Jajalo,182.88,81.2
Wayne  Hennessey,198.12,89.8
Yassine Benzia,152.4,76.2
Éderzito António Macedo Lopes,190.5,81.2
Andrea Conti,182.88,76.2
Rasmus Falk Jensen,152.4,64.9
Santiago García,190.5,88
Gaël Kakuta,172.72,64
Otávio Alberto Cairinho Monteiro,152.4,79.8
Joel Robles Blázquez,195.58,89.8
Georges-Kévin Nkoudou,175.26,72.1
Jürgen Damm,185.42,69.9
Caio Rodrigo Nunes Anjos,185.42,84.8
Timothée Kolodziejczak,185.42,74.8
Matías Lionel Fritzler,152.4,73
Daniel Congré,185.42,79.8
Luciano Vietto,172.72,69.9
Marcelo Josemir Saracchi Pintos,172.72,68.9
Lorenzo De Silvestri,185.42,83.9
Ryan  Donk,193.04,79.8
Constantin Budescu,182.88,84.8
Oribe Peralta Morones,152.4,79.8
Jules Koundé,154.94,74.8
Sergiy Kryvtsov,185.42,83
Diego Orlando Benaglio,193.04,88.9
Antonio Barreca,182.88,69.9
Jasmin Kurtić,185.42,88
Nemanja Nikolić,154.94,79.8
Gorka Iraizoz Moreno,190.5,88.9
Federico Viviani,154.94,74.8
Luca Rossettini,187.96,82.1
Adilson Patrick Edrada Pereira,175.26,72.1
Adam Ounas,172.72,64.9
Nemanja Maksimović,182.88,74.8
Osvaldo David Martínez Arce,165.1,71.2
Gedson Carvalho Fernandes,154.94,71.2
Alejandro Romero Gamarra,170.18,68
Jonathan Javier Rodríguez Portillo,152.4,77.1
Neal Maupay,170.18,68.9
Alexander Ring,152.4,73
Yassin Ayoub,175.26,69.9
Odil Akhmedov,154.94,74.8
Ailton Sérgio Guevara Muscato,152.4,71.2
Alhassan Wakaso,154.94,76.2
Abel Mathías Hernández Platero,185.42,73
José Emerson Mirazar Coelho,154.94,73.9
Luiz Felipe Ramos Marchi,187.96,79.8
Kelvin Amian,154.94,78
Héctor Villalba,172.72,74.8
Arne Maier,182.88,78.9
Emil Audero,190.5,79.8
Leonel Vangioni,152.4,68
Paul-Georges Ntep de Madiba,154.94,74.8
Daniel Alejandro Torres Rojas,182.88,81.2
Alberto Grassi,182.88,74.8
Diego Ferney Chará Zamora,172.72,68
Mattia Destro,152.4,72.1
Benny Feilhaber,175.26,73.9
Gabriel Jairo Aníbal Rangel,182.88,77.1
Philipp Tschauner,195.58,93
Louis Schaub,152.4,69.9
Tony Jantschke,152.4,76.2
Benoît Poulain,187.96,83
Vladimir Javier Hernández Rivero,160.02,68
Slobodan Rajković,190.5,88
Wilfredo Daniel Caballero,185.42,81.2
Jordi Amat Maas,185.42,83
Frederik Rønnow,190.5,77.1
Francisco Portillo Soler,170.18,59.9
Matías Agustín Silvestre,185.42,83.9
Víctor Cáceres,185.42,82.1
Marcel Risse,182.88,74.8
Nicolás Gabriel Sánchez,187.96,82.1
Fabian Frei,182.88,79.8
Mathieu Flamini,152.4,67.1
Rafael  de Andrade Bittencourt Pinheiro,187.96,79.8
Christophe Kerbrat,185.42,73.9
Gilbert Gianelli Imbula Wanga,185.42,77.1
原口 元気,152.4,68
Erik Durm,182.88,72.1
Dorlan Pabón,167.64,73
Maximiliano Rubén Rodríguez,154.94,78.9
Dylan Bronn,182.88,74.8
Silas Enaldo Barros de Almeida,152.4,76.2
Erick Cabaco,185.42,74.8
Ivan Ricardo Neves Abreu Cavaleiro,175.26,79.8
Khama Billiat,170.18,59.9
Stuart Armstrong,182.88,74.8
Néstor Alejandro Araújo Razo,187.96,87.1
Tolgay Ali Arslan,154.94,77.1
Ismaël Traoré,182.88,87.1
Ömer Ali Şahiner,175.26,69.9
Gian Marco Ferrari,187.96,82.1
Florent  Hanin,152.4,64.9
Arijan Ademi,185.42,78.9
Jeff Hendrick,182.88,83.9
Jorge Daniel Hernández Govea,170.18,78
Danilo Barbosa da Silva,182.88,76.2
Saúl Berjón Pérez,152.4,84.8
Daniele Bonera,182.88,83.9
Alfa Semedo Esteves,187.96,82.1
Zack Steffen,190.5,86.2
Fransérgio Rodrigues Barbosa,187.96,82.1
Tamás Kádár,187.96,78.9
Julio Furch,187.96,88
Marko Rog,154.94,73
Leon-Aderemi Balogun,190.5,88
Luís Hernández Rodríguez,182.88,74.8
Simão Alvin Donatinho Garcia,187.96,82.1
Théo Bongonda Mbul'Ofeko Batombo,175.26,64
Felipe Alejandro Gutiérrez Leiva,170.18,64
Lamine Koné,187.96,89.8
Alfredo José Morelos Aviléz,152.4,78.9
Miloš Ninković,154.94,76.2
Yuriy Lodygin,187.96,82.1
Radosav Petrović,193.04,78
João Maria Lobo Alves Palhinha Gonçalves,190.5,82.1
Yuriy Gazinskiy,182.88,74.8
Lior Refaelov,175.26,68
Alan Patrick Lourenço,152.4,69.9
Pedro Alcalá Guirado,195.58,93
Saman Ghoddos,152.4,78.9
Dmitriy Tarasov,193.04,83.9
Rolando Jorge Pires da Fonseca,187.96,77.1
Arthur Masuaku,152.4,69.9
Martin Braithwaite,152.4,73
Rómulo Otero Vásquez,170.18,62.1
Francisco Sol Ortiz,154.94,77.1
Fabrio Sandro Farinha Donatelo,152.4,72.1
Sven van Beek,187.96,76.2
Miroslav Stoch,167.64,66.2
Lucas E. Santana de Oliveira,154.94,76.2
Junior Stanislas,182.88,76.2
Miha Zajc,152.4,76.2
Lukas Reiff Lerager,185.42,84.8
Luiz Phellype Luciano Silva,187.96,83
David Juncà Reñé,175.26,67.1
Adrián López Álvarez,182.88,73
Raúl Mario Ruidíaz Misitich,170.18,66.2
Harun Tekin,187.96,78
Tomáš Souček,193.04,86.2
Aaron Wan-Bissaka,182.88,72.1
Alfred Benjamin Gomis,193.04,79.8
Albert Rusnák,175.26,73
Craig Dawson,187.96,82.1
Arnaut Danjuma Groeneveld,152.4,78
Davi Alexandre Parrela Ferreira,190.5,88
Moses Daddy Simon,167.64,68.9
Thomas Kraft,187.96,78
DeAndre Yedlin,172.72,74.8
Jonathas de Jesus Maurício,190.5,81.2
Nicolás Mario Domingo,175.26,69.9
Emiliano Adrián Insúa Zapata,154.94,78.9
Andriy Lunin,190.5,79.8
Jemerson de Jesus Nascimento,182.88,77.1
Michael Bradley,187.96,78.9
Rubén Sobrino Pozuelo,185.42,73
Brandon Mechele,190.5,79.8
Xaver Schlager,175.26,73
Jean-Eudes Aholou,187.96,73.9
Omar Colley,190.5,87.1
Nabil El Zhar,170.18,66.2
Óscar Guido Trejo,154.94,78.9
Gélson da Conceição Tavares Fernandes,152.4,69.9
Jonathan Emmanuel Orozco Domínguez,182.88,81.2
Dennis Praet,154.94,78
Victor Martin Maia Padilha,152.4,74.8
Benjamin Henrichs,182.88,78.9
Fernando Daniel Belluschi,172.72,78
Craig Cathcart,190.5,83
Marco Höger,182.88,83
Leonardo de Matos Cruz,182.88,81.2
Renan Ribeiro,193.04,87.1
Joachim Andersen,190.5,89.8
Mehmet Topal,187.96,82.1
Christopher Nkunku,152.4,72.1
Theodor Gebre Selassie,154.94,71.2
Mauro Wilney Arambarri Rosa,175.26,76.2
Ahmed Hegazi,193.04,94.8
Marko Pjaca,185.42,83
Josip Brekalo,175.26,69.9
Perparim Hetemaj,175.26,76.2
Naïm Sliti,172.72,76.2
Fredy Henkyer Montero Muñoz,175.26,66.2
Rob Holding,187.96,74.8
James McArthur,152.4,66.2
Ondrej Duda,154.94,73.9
Dayro Mauricio Moreno Galindo,152.4,78.9
Marco Jhonfai Fabián De La Mora,170.18,64.9
Lazaros Christodoulopoulos,182.88,81.2
Ravel Morrison,175.26,71.2
Joris Gnagnon,182.88,88.9
Andeson Jaime Trigo Gonçalves,175.26,68
Pablo Javier Zabaleta Girod,152.4,73.9
Florian Neuhaus,182.88,73.9
Ludovic Blas,154.94,73
Germán Ezequiel Cano,175.26,72.1
Isaác Brizuela Muñoz,170.18,66.2
Samuel Gigot,187.96,83
Pablo Horacio Guiñazú,175.26,68
Jaume Domenech Sánchez,185.42,73
Stefano Denswil,185.42,81.2
Kieran Tierney,152.4,78
Francesc Aday Benítez Caraballo,152.4,74.8
Aaron Hunt,182.88,73
Riza Durmisi,167.64,67.1
Bouna Sarr,152.4,64.9
Mirco Antenucci,152.4,76.2
James Forrest,175.26,77.1
Dimitrios Pelkas,152.4,73
Jack Grealish,175.26,68
Víctor Camarasa Ferrando,182.88,76.2
Yvon Mvogo,190.5,89.8
小林 悠,152.4,72.1
Mouctar Diakhaby,193.04,78
Cheikhou Kouyaté,187.96,83
Alejandro Berenguer Remiro,175.26,73
Wes Morgan,185.42,101.2
Aaron Cresswell,175.26,66.2
Vincent Koziello,167.64,58.1
Nelson Arturo Reis Lopes,190.5,88
Óscar Romero,175.26,73.9
Fred Marcos Aníbal Dias,193.04,89.8
Aritz Elustondo,154.94,71.2
Cristiano Biraghi,185.42,78
Nick Viergever,182.88,77.1
Gustavo Daniel Cabral Cáceres,182.88,81.2
Márcio Rafael Ferreira de Souza,172.72,68
Amath Ndiaye Diedhiou,172.72,63
Facundo Sebastián Roncaglia,152.4,76.2
Pablo Aguilar,154.94,79.8
Winston  Reid,190.5,87.1
Rubén Blanco Veiga,187.96,69.9
Solomon Kverkvelia,195.58,87.1
Robbie Brady,152.4,77.1
William Vainqueur,152.4,73
Ola Toivonen,193.04,78
Fabricio Bustos,167.64,66.2
Timo Baumgartl,190.5,88.9
Lars Unnerstall,198.12,103
Andrea Ranocchia,195.58,81.2
Carlos Salcedo,187.96,77.1
Frédéric Guilbert,152.4,69.9
Valentin Eysseric,154.94,73
Breel-Donald Embolo,185.42,86.2
Youssouf Sabaly,172.72,67.1
Adrien Thomasson,152.4,72.1
Yann Karamoh,185.42,77.1
Mike Maignan,190.5,88.9
Adelino André Vieira de Freitas,172.72,69.9
Baptiste Santamaria,182.88,73
Carlos Darwin Quintero Villalba,165.1,66.2
Nicolás Castillo,152.4,81.2
Joe Allen,167.64,62.1
Dan-Axel Zagadou,195.58,89.8
Flavien Tait,175.26,69.9
Tomáš Koubek,198.12,94.8
Éder Fabián Álvarez Balanta,154.94,83.9
Luis Miguel Rodríguez,167.64,71.2
Souleymane Bamba,190.5,86.2
Krzysztof Piątek,182.88,77.1
Andrea Petagna,190.5,84.8
구자철 具滋哲,182.88,78.9
Denzel Dumfries,187.96,79.8
Christian Gentner,187.96,81.2
Enner Valencia,152.4,76.2
Ander Iturraspe Derteano,187.96,78
Salvatore Bocchetti,185.42,86.2
Daniel Brosinski,152.4,69.9
Sebastián Marcelo Blanco,167.64,64
Iván Alejo Peralta,182.88,76.2
Eric Fernando Botteghin,190.5,88.9
Ibrahima Konaté,193.04,93
Alexandros  Paschalakis,198.12,92.1
武藤 嘉紀,152.4,72.1
Holger Badstuber,190.5,83.9
Lautaro Germán Acosta,170.18,67.1
José Luis Palomino,187.96,87.1
Steven Zuber,182.88,78.9
Emilio Alex Piodão Esser,152.4,78
Luca Zuffi,154.94,69.9
Renato Steffen,170.18,64.9
Håvard Nordtveit,187.96,83
Felix Klaus,154.94,78.9
Saphir Sliti Taïder,154.94,78
Rúben Miguel Nunes Vezo,182.88,79.8
Dênis Rubens Stein Rebelo,154.94,71.2
Joelinton Apolinário de Lira,185.42,82.1
Andreas Samaris,187.96,83.9
Dwight Gayle,175.26,78
António Alberto Bastos Pimparel,182.88,81.2
Dmytro Chygrynskyi,187.96,84.8
Caner Erkin,154.94,72.1
Islam Slimani,187.96,83
Camilo Andrés Vargas Gil,185.42,79.8
Silvio Proto,182.88,73.9
Exequiel Palacios,152.4,66.2
Ashley Westwood,175.26,73
Petros Mantalos,175.26,73
Balázs Dzsudzsák,152.4,72.1
Konrad Laimer,154.94,72.1
Leonardo Sigali,154.94,72.1
Ike Opara,187.96,82.1
Silvan Widmer,182.88,78.9
José Fernando Cuadrado Romero,154.94,79.8
Yoel Rodríguez Oterino,185.42,78
Alex Meret,190.5,83
Andre Gray,154.94,78
Abdoulay Diaby,172.72,71.2
Ciaran Clark,185.42,88
Celso Borges Mora,187.96,78
Kasper Dolberg,187.96,83
Patrick  van Aanholt,175.26,67.1
Jürgen Locadia,185.42,87.1
Carlos Gilberto do Nascimento Silva,193.04,87.1
大迫 勇也,182.88,71.2
Rubén Duarte Sánchez,154.94,74.8
Marten de Roon,185.42,76.2
Lawrence Siphiwe Tshabalala,170.18,64.9
André Luís Gomes Simões,152.4,73.9
Rodolfo Pizarro,175.26,71.2
Nathaniel Chalobah,185.42,76.2
Matteo Darmian,182.88,69.9
Badou Ndiaye,154.94,76.2
André Almeida Pinto,193.04,86.2
Roberto Soldado Rillo,154.94,73.9
Edinaldo Gomes Pereira,187.96,79.8
Guillermo Matías Fernández,152.4,74.8
Carles Planas Antolínez,172.72,76.2
Diego Mariño Villar,187.96,77.1
Eliaquim Mangala,187.96,83.9
Christophe Hérelle,187.96,74.8
Jay Rodriguez,185.42,83.9
Lisandro Magallán,185.42,83
Eduardo Vargas,175.26,81.2
Yannis Salibur,152.4,76.2
Henry Onyekuru,175.26,59
Jonathan Bamba,175.26,72.1
기성용 寄诚庸,187.96,74.8
Josué Filipe Soares Pesqueira,175.26,74.8
Gökhan Töre,175.26,69.9
Tom Rogić,187.96,88
Claudemir Domingues de Souza,185.42,72.1
Omar El Kaddouri,185.42,82.1
Federico Di Francesco,170.18,74.8
Lukas Rupp,152.4,73
Nahitan Nández,172.72,72.1
David Jefferson Seijalbo Vaz,175.26,76.2
Alessandro Baia Marques,175.26,71.2
Łukasz Teodorczyk,187.96,86.2
Andy Carroll,193.04,78.9
Lucas Pedro Alves de Lima,152.4,76.2
Giovanni Moreno,193.04,83
Adrián Embarba Blazquez,172.72,66.2
José Vicente Gómez Umpiérrez,187.96,78
Valon Berisha,175.26,69.9
Aluísio Chaves Ribeiro Moraes Júnior,175.26,69.9
Ayoze Pérez Gutiérrez,152.4,72.1
Răzvan Marin,175.26,69.9
Kévin Malcuit,152.4,77.1
Fin Bartels,175.26,68.9
Daniel Olmo Carvajal,152.4,72.1
Óscar Duarte,185.42,81.2
Germán Andrés Conti,193.04,79.8
Héldon Augusto Almeida Ramos,175.26,66.2
Denys Boyko,193.04,82.1
Danilo D'Ambrosio,154.94,74.8
Jakub Jankto,154.94,73.9
Philipp Bargfrede,175.26,71.2
Milton Casco,170.18,68.9
Andrés Mateus Uribe Villa,182.88,71.2
Marko Livaja,182.88,83.9
João Pedro Barradas Novais,182.88,77.1
Maxime Lopez,167.64,58.1
Tom Cleverley,175.26,67.1
Ivelin Popov,182.88,77.1
Alen Halilović,170.18,68.9
Dalbert Henrique Chagas Estevão,154.94,69.9
Borja Mayoral Moya,182.88,73.9
Heurelho da Silva Gomes,190.5,94.8
Alan Kardec de Souza Pereira Junior,185.42,79.8
Ashley Barnes,185.42,83.9
Esteban Andrada,193.04,81.2
Ádám Nagy,152.4,73.9
Bořek Dočkal,182.88,72.1
Sebastian Rode,152.4,74.8
Robin Knoche,190.5,77.1
Frank Acheampong,165.1,59.9
Yannick Gerhardt,182.88,81.2
Michael Esser,198.12,97.1
Danny Ings,152.4,73
José Heriberto Izquierdo Mena,170.18,74.8
Jesé Rodríguez Ruiz,152.4,72.1
Abdoulaye Touré,187.96,83.9
José Ernesto Sosa,152.4,71.2
Sebastian Langkamp,190.5,84.8
Valère Germain,154.94,73
Emre Çolak,170.18,67.1
Juan Miguel Jiménez López,172.72,68.9
David Zurutuza Veillet,185.42,78.9
Johannes Hopf,193.04,93.9
Mason Holgate,182.88,74.8
Gonzalo Escalante,182.88,74.8
Mitchell Weiser,152.4,71.2
Alessandro Schöpf,152.4,73.9
Aleix Vidal Parreu,152.4,69.9
Patrik Schick,185.42,73
Sander Berge,195.58,93.9
Daryl Janmaat,185.42,79.8
Otávio Henrique Passos Santos,175.26,73
Giancarlo González Castro,185.42,77.1
Cristian Daniel Ansaldi,154.94,76.2
Florin Andone,154.94,78
António José Pinheiro Carvalho,165.1,68
Bibras Natcho,152.4,74.8
Antonín Barák,190.5,86.2
Nery Domínguez,182.88,81.2
Federico Fernando Higuaín,172.72,74.8
Lukas Podolski,182.88,83
Dominik Kohr,185.42,81.2
José Ramiro Funes Mori,185.42,78.9
Jonathan Ramón Maidana,185.42,79.8
Bruno Viana Willemen Da Silva,187.96,78.9
Celso Fabián Ortiz Gamarra,175.26,69.9
Florian Grillitsch,187.96,77.1
Fabián Orellana,167.64,64
Stefan Lainer,175.26,73
Danilo Manuel Vieira Espíndola,187.96,83.9
José Ángel Esmoris Tasende,175.26,68.9
Jack Cork,182.88,74.8
Gaël Clichy,175.26,64.9
Omar Abdulrahman,172.72,59.9
Danny Latza,152.4,76.2
Tomás Pina Isla,185.42,74.8
Diego Mario Buonanotte Rende,160.02,57.2
Jonathan Rodríguez Menéndez,152.4,76.2
Sergio Álvarez Conde,152.4,74.8
Ivan Radovanović,187.96,79.8
Enes Ünal,185.42,74.8
Federico Nicolás Cartabia,170.18,64.9
Philipp Max,152.4,77.1
François Kamano,175.26,77.1
Francisco Guillermo Ochoa Magaña,185.42,78
Matt Doherty,182.88,88.9
Serdar Aziz,182.88,78.9
Ludwig Augustinsson,154.94,72.1
Carlos Eduardo de Oliveira Alves,182.88,73.9
Mathias Jørgensen,190.5,84.8
Sidcley Ferreira Pereira,175.26,74.8
Luciano Federico Acosta,160.02,60.8
Ihlas Bebou,182.88,77.1
Kevin Mbabu,182.88,83
Andy Delort,154.94,83
José Ángel Valdés Díaz,182.88,77.1
Viktor Fischer,154.94,79.8
Patrick Herrmann,152.4,69.9
Justo Wilmar Villar Viveros,154.94,84.8
Konstantinos Mitroglou,187.96,86.2
André Ayew Pelé,175.26,72.1
Danilo Larangeira,185.42,76.2
Federico Mancuello,175.26,69.9
Facundo Ferreyra,185.42,78
Serigne Modou Kara Mbodji,193.04,92.1
Enis Bardhi,172.72,64
Fernando Lopes dos Santos Varela,185.42,88
Dayotchanculle Upamecano,185.42,83
Erick Gutiérrez,154.94,73.9
Michael Lang,185.42,78.9
Sofiane Boufal,175.26,67.1
Jonas Martin,182.88,69.9
Will Hughes,185.42,73.9
柴崎 岳,175.26,62.1
Donny van de Beek,182.88,73.9
Nemanja Pejčinović,185.42,79.8
Douglas Renato de Jesus,187.96,87.1
John Guidetti,185.42,78.9
Jean-Kévin Augustin,152.4,68.9
Jordan Lukaku,152.4,86.2
Víctor Laguardia Cisneros,185.42,74.8
Nemanja Gudelj,187.96,73
Nicolai Jørgensen,190.5,83
Emmanuel Gigliotti,187.96,81.2
Marc Roca Junqué,182.88,73.9
Marius Wolf,187.96,82.1
Fábio Alexandre da Silva Coentrão,152.4,66.2
Maurício José da Silveira Júnior,154.94,78
Carlos Alberto Tevez,170.18,79.8
Oriol Romeu Vidal,182.88,83
Jordi Masip López,154.94,76.2
Felipe Salvador Caicedo Corozo,182.88,82.1
Gabriel Alejandro Paletta,190.5,79.8
Patrick Cutrone,182.88,78
Miguel Arturo Layún Prado,154.94,76.2
Wendell Nascimento Borges,152.4,72.1
Davie Selke,193.04,82.1
Okay Yokuşlu,190.5,86.2
Pierre-Emile Højbjerg,185.42,83.9
Divock Origi,185.42,74.8
Georgiy Dzhikiya,187.96,86.2
Denis Lemi Zakaria Lako Lado,190.5,79.8
Stefan Ristovski,154.94,72.1
Leandro Chichizola,185.42,79.8
Alex McCarthy,193.04,78.9
Alan Douglas Borges de Carvalho,182.88,74.8
Raúl de Tomás Gómez,154.94,72.1
Rafael de Souza Pereira,152.4,72.1
Glenn Murray,182.88,79.8
Jesús Vallejo Lázaro,182.88,78.9
Rodrigo Javier De Paul,152.4,69.9
Florent Mollet,170.18,67.1
Moussa Dembélé,182.88,73.9
Agustín Marchesín,187.96,84.8
Roberto Inglese,185.42,84.8
Douglas Justino de Melo,175.26,69.9
Aleksandar Dragović,185.42,88
Leonardo Spinazzola,185.42,74.8
Ermin Bičakčić,185.42,84.8
Marcel Schmelzer,154.94,73.9
Jonathan dos Santos Ramírez,172.72,73
Vincenzo Grifo,154.94,76.2
Viktor Vasin,193.04,83
Erick Pulgar,185.42,83
Estevão Daniel Formoso Serpa,152.4,72.1
Sekou Junior Sanogo,182.88,81.2
Chris Wood,187.96,92.1
Fabian Lustenberger,154.94,69.9
Guido Rodríguez,185.42,79.8
Lukas Klostermann,187.96,83
Pedro Henrique Pereira da Silva,190.5,88
Alejandro Donatti,193.04,86.2
Pablo Nascimento Castro,187.96,86.2
Admir Mehmedi,182.88,78
Carlos Sánchez,182.88,82.1
Régis Gurtner,182.88,82.1
João Alves de Assis Silva,187.96,78
Hernán Arsenio Pérez González,154.94,71.2
Javier Ignacio Aquino Carmona,167.64,62.1
James McCarthy,154.94,72.1
Giovanni Sio,154.94,79.8
Munir El Haddadi,175.26,68.9
Fernando Marçal de Oliveira,152.4,73.9
Marc Albrighton,175.26,73.9
Dušan Basta,182.88,72.1
Jaime Mata Arnaiz,187.96,78
Ismaïla Sarr,185.42,76.2
Mauro Matías Zárate,175.26,77.1
Lorenzo Tonelli,182.88,78
Andrea Poli,182.88,77.1
Martín Montoya Torralbo,175.26,73
Rubens Omar Óscar Sambueza,175.26,72.1
Daler Kuzyaev,182.88,73.9
Roberto Soriano,182.88,76.2
Armando Izzo,182.88,78
Benjamin Bourigeaud,152.4,68
Nacer Chadli,187.96,84.8
José Gustavo Sand,185.42,82.1
Soualiho Meïté,187.96,79.8
Maximiliano Pereira,172.72,73
Tomás Eduardo Rincón Hernández,152.4,76.2
Filip Krovinović,152.4,69.9
Aleksey Miranchuk,182.88,73.9
Ragnar Klavan,187.96,84.8
Timothy Chandler,182.88,82.1
Denys Garmash,185.42,74.8
Papa Kouly Diop,152.4,77.1
Ramón Ábila,152.4,93
Andrija Živković,170.18,68
Emanuele Giaccherini,167.64,59.9
Andrea Bertolacci,152.4,74.8
Albin Ekdal,185.42,74.8
Klaas-Jan Huntelaar,185.42,83
Adrián Ricardo Centurión,175.26,73.9
Damián Nicolás Suárez Suárez,172.72,68
Víctor Sánchez Mata,175.26,72.1
Luís Carlos Novo Neto,187.96,71.2
Santiago Lionel Ascacíbar,167.64,69.9
Jorge Luís Valdivia Toro,172.72,71.2
