,height_cm,weight_kgs
13225,185.42,88.9
13226,175.26,78.0
13227,187.96,78.9
13228,187.96,91.2
13229,182.88,76.2
13230,152.4,71.2
13231,187.96,84.8
13232,182.88,76.2
13233,154.94,72.1
13234,152.4,69.9
13235,152.4,71.2
13236,154.94,79.8
13237,187.96,83.0
13238,175.26,74.8
13239,193.04,91.2
13240,175.26,82.1
13241,193.04,89.8
13242,182.88,78.0
13243,152.4,69.9
13244,187.96,82.1
13245,182.88,74.8
13246,154.94,74.8
13247,175.26,63.0
13248,185.42,78.0
13249,172.72,72.1
13250,182.88,78.9
13251,187.96,79.8
13252,185.42,73.9
13253,175.26,68.0
13254,187.96,88.0
13255,172.72,66.2
13256,190.5,77.1
13257,152.4,76.2
13258,154.94,73.0
13259,170.18,67.1
13260,175.26,72.1
13261,152.4,67.1
13262,152.4,73.9
13263,193.04,81.2
13264,187.96,79.8
13265,152.4,68.9
13266,175.26,79.8
13267,175.26,71.2
13268,187.96,93.0
13269,187.96,68.9
13270,152.4,74.8
13271,187.96,76.2
13272,154.94,69.9
13273,167.64,60.8
13274,175.26,69.9
13275,182.88,78.0
13276,152.4,73.0
13277,182.88,79.8
13278,193.04,88.9
13279,154.94,73.9
13280,190.5,77.1
13281,152.4,72.1
13282,152.4,72.1
13283,175.26,67.1
13284,182.88,76.2
13285,182.88,77.1
13286,182.88,74.8
13287,195.58,91.2
13288,182.88,82.1
13289,175.26,79.8
13290,185.42,82.1
13291,182.88,74.8
13292,190.5,84.8
13293,152.4,78.9
13294,167.64,64.0
13295,187.96,91.2
13296,193.04,78.0
13297,172.72,62.1
13298,193.04,93.0
13299,170.18,69.9
13300,154.94,79.8
13301,152.4,68.0
13302,175.26,77.1
13303,170.18,64.9
13304,152.4,82.1
13305,175.26,62.1
13306,154.94,69.9
13307,182.88,81.2
13308,187.96,78.9
13309,187.96,83.0
13310,154.94,78.0
13311,157.48,55.8
13312,190.5,82.1
13313,152.4,72.1
13314,154.94,73.0
13315,154.94,74.8
13316,190.5,84.8
13317,152.4,71.2
13318,175.26,68.0
13319,185.42,79.8
13320,185.42,77.1
13321,154.94,77.1
13322,187.96,78.0
13323,152.4,73.9
13324,190.5,78.0
13325,182.88,78.9
13326,152.4,73.9
13327,182.88,78.0
13328,187.96,79.8
13329,195.58,84.8
13330,165.1,64.9
13331,190.5,87.1
13332,185.42,81.2
13333,187.96,82.1
13334,185.42,77.1
13335,190.5,91.2
13336,175.26,77.1
13337,182.88,88.0
13338,190.5,83.9
13339,165.1,66.2
13340,154.94,77.1
13341,185.42,84.8
13342,187.96,82.1
13343,185.42,72.1
13344,154.94,74.8
13345,185.42,78.9
13346,175.26,68.0
13347,182.88,77.1
13348,185.42,77.1
13349,170.18,71.2
13350,152.4,68.0
13351,175.26,69.9
13352,175.26,71.2
13353,182.88,78.0
13354,187.96,71.2
13355,175.26,68.9
13356,187.96,78.9
13357,170.18,71.2
13358,182.88,78.9
13359,187.96,83.9
13360,182.88,74.8
13361,190.5,84.8
13362,187.96,88.0
13363,193.04,83.0
13364,185.42,82.1
13365,187.96,84.8
13366,182.88,76.2
13367,167.64,63.0
13368,172.72,64.9
13369,175.26,68.0
13370,152.4,73.0
13371,152.4,79.8
13372,152.4,68.0
13373,187.96,79.8
13374,170.18,73.9
13375,190.5,78.0
13376,167.64,68.9
13377,154.94,76.2
13378,187.96,84.8
13379,185.42,77.1
13380,154.94,58.1
13381,190.5,82.1
13382,152.4,71.2
13383,182.88,78.9
13384,170.18,73.0
13385,154.94,74.8
13386,154.94,78.0
13387,152.4,69.9
13388,152.4,76.2
13389,175.26,74.8
13390,182.88,73.0
13391,195.58,93.0
13392,182.88,74.8
13393,185.42,77.1
13394,182.88,72.1
13395,182.88,79.8
13396,182.88,74.8
13397,152.4,77.1
13398,185.42,79.8
13399,182.88,74.8
13400,190.5,78.0
13401,182.88,78.0
13402,152.4,73.9
13403,175.26,72.1
13404,182.88,66.2
13405,185.42,84.8
13406,190.5,86.2
13407,170.18,71.2
13408,152.4,68.9
13409,170.18,68.0
13410,152.4,83.0
13411,182.88,78.9
13412,193.04,78.0
13413,182.88,73.0
13414,193.04,89.8
13415,193.04,89.8
13416,175.26,68.0
13417,167.64,64.0
13418,190.5,83.0
13419,187.96,73.9
13420,190.5,83.9
13421,152.4,74.8
13422,185.42,79.8
13423,152.4,73.9
13424,182.88,83.9
13425,185.42,79.8
13426,175.26,66.2
13427,182.88,72.1
13428,185.42,68.9
13429,152.4,71.2
13430,152.4,66.2
13431,152.4,76.2
13432,175.26,74.8
13433,182.88,71.2
13434,187.96,84.8
13435,175.26,69.9
13436,167.64,67.1
13437,187.96,87.1
13438,187.96,74.8
13439,170.18,68.9
13440,187.96,79.8
13441,152.4,66.2
13442,154.94,72.1
13443,170.18,66.2
13444,170.18,66.2
13445,172.72,68.0
13446,185.42,76.2
13447,152.4,69.9
13448,193.04,93.0
13449,187.96,73.0
13450,175.26,71.2
13451,182.88,83.9
13452,182.88,73.0
13453,182.88,73.0
13454,175.26,74.8
13455,182.88,77.1
13456,154.94,68.0
13457,187.96,79.8
13458,187.96,86.2
13459,182.88,77.1
13460,187.96,77.1
13461,187.96,83.9
13462,185.42,76.2
13463,195.58,92.1
13464,185.42,76.2
13465,172.72,68.9
13466,182.88,68.9
13467,167.64,72.1
13468,154.94,76.2
13469,152.4,78.9
13470,170.18,64.0
13471,175.26,62.1
13472,182.88,68.9
13473,187.96,82.1
13474,152.4,73.9
13475,152.4,73.0
13476,167.64,59.9
13477,152.4,73.9
13478,167.64,69.9
13479,152.4,68.0
13480,190.5,77.1
13481,172.72,71.2
13482,187.96,86.2
13483,165.1,68.9
13484,152.4,72.1
13485,185.42,89.8
13486,185.42,77.1
13487,152.4,79.8
13488,185.42,78.9
13489,172.72,67.1
13490,154.94,76.2
13491,167.64,62.1
13492,182.88,76.2
13493,167.64,66.2
13494,152.4,69.9
13495,182.88,78.0
13496,190.5,76.2
13497,182.88,76.2
13498,190.5,74.8
13499,190.5,81.2
13500,182.88,74.8
13501,175.26,64.9
13502,154.94,73.9
13503,152.4,73.9
13504,182.88,74.8
13505,195.58,88.0
13506,152.4,82.1
13507,172.72,66.2
13508,187.96,78.0
13509,154.94,72.1
13510,154.94,74.8
13511,175.26,71.2
13512,182.88,82.1
13513,182.88,74.8
13514,152.4,78.0
13515,190.5,82.1
13516,182.88,79.8
13517,182.88,78.0
13518,154.94,73.0
13519,152.4,73.9
13520,185.42,81.2
13521,152.4,72.1
13522,193.04,74.8
13523,182.88,73.9
13524,187.96,82.1
13525,182.88,79.8
13526,187.96,69.9
13527,154.94,78.0
13528,170.18,71.2
13529,187.96,78.0
13530,182.88,82.1
13531,170.18,73.0
13532,182.88,68.9
13533,190.5,89.8
13534,175.26,64.9
13535,185.42,69.9
13536,172.72,82.1
13537,154.94,81.2
13538,182.88,67.1
13539,152.4,72.1
13540,175.26,78.9
13541,154.94,84.8
13542,154.94,74.8
13543,154.94,73.0
13544,190.5,89.8
13545,185.42,77.1
13546,172.72,68.9
13547,185.42,72.1
13548,182.88,73.0
13549,154.94,76.2
13550,195.58,89.8
13551,187.96,78.0
13552,152.4,79.8
13553,185.42,79.8
13554,154.94,74.8
13555,187.96,84.8
13556,195.58,87.1
13557,187.96,82.1
13558,193.04,83.0
13559,154.94,72.1
13560,175.26,76.2
13561,172.72,68.9
13562,152.4,73.0
13563,167.64,64.9
13564,154.94,78.9
13565,190.5,84.8
13566,175.26,73.0
13567,154.94,66.2
13568,175.26,72.1
13569,190.5,84.8
13570,175.26,69.9
13571,152.4,67.1
13572,152.4,64.9
13573,182.88,84.8
13574,152.4,69.9
13575,170.18,77.1
13576,187.96,88.9
13577,182.88,81.2
13578,175.26,71.2
13579,182.88,78.0
13580,154.94,78.0
13581,190.5,84.8
13582,195.58,91.2
13583,165.1,66.2
13584,154.94,72.1
13585,182.88,74.8
13586,170.18,73.0
13587,165.1,64.0
13588,190.5,83.9
13589,152.4,78.9
13590,175.26,69.9
13591,185.42,77.1
13592,187.96,86.2
13593,182.88,82.1
13594,182.88,77.1
13595,152.4,74.8
13596,175.26,69.9
13597,193.04,84.8
13598,167.64,67.1
13599,187.96,79.8
13600,182.88,81.2
13601,175.26,76.2
13602,152.4,73.9
13603,185.42,84.8
13604,182.88,78.0
13605,185.42,88.0
13606,152.4,73.0
13607,185.42,79.8
13608,187.96,86.2
13609,193.04,87.1
13610,170.18,64.9
13611,185.42,66.2
13612,154.94,79.8
13613,193.04,97.1
13614,154.94,74.8
13615,182.88,69.9
13616,152.4,82.1
13617,154.94,78.9
13618,182.88,78.9
13619,185.42,69.9
13620,152.4,74.8
13621,154.94,73.9
13622,185.42,77.1
13623,154.94,69.9
13624,154.94,73.9
13625,182.88,74.8
13626,154.94,78.0
13627,152.4,69.9
13628,167.64,63.0
13629,182.88,68.0
13630,185.42,73.0
13631,152.4,77.1
13632,187.96,78.9
13633,175.26,68.0
13634,185.42,76.2
13635,152.4,74.8
13636,152.4,64.9
13637,187.96,74.8
13638,152.4,69.9
13639,172.72,74.8
13640,198.12,84.8
13641,182.88,79.8
13642,185.42,77.1
13643,175.26,64.9
13644,182.88,78.9
13645,175.26,73.0
13646,182.88,76.2
13647,152.4,73.0
13648,152.4,74.8
13649,190.5,84.8
13650,170.18,76.2
13651,182.88,74.8
13652,152.4,78.0
13653,152.4,74.8
13654,152.4,69.9
13655,190.5,74.8
13656,182.88,74.8
13657,154.94,73.0
13658,152.4,73.9
13659,170.18,68.0
13660,154.94,73.0
13661,187.96,79.8
13662,190.5,83.0
13663,182.88,73.0
13664,167.64,64.0
13665,185.42,72.1
13666,185.42,77.1
13667,182.88,83.0
13668,193.04,89.8
13669,182.88,69.9
13670,185.42,82.1
13671,175.26,67.1
13672,175.26,74.8
13673,187.96,84.8
13674,182.88,83.0
13675,172.72,68.0
13676,152.4,74.8
13677,182.88,73.9
13678,182.88,71.2
13679,193.04,89.8
13680,154.94,74.8
13681,193.04,83.9
13682,172.72,71.2
13683,187.96,88.0
13684,152.4,76.2
13685,162.56,64.9
13686,190.5,87.1
13687,187.96,87.1
13688,182.88,77.1
13689,182.88,78.0
13690,152.4,69.9
13691,182.88,74.8
13692,185.42,79.8
13693,187.96,79.8
13694,195.58,93.0
13695,172.72,69.9
13696,182.88,74.8
13697,157.48,68.0
13698,182.88,74.8
13699,175.26,73.0
13700,190.5,78.9
13701,152.4,71.2
13702,170.18,63.0
13703,182.88,71.2
13704,167.64,59.9
13705,154.94,73.0
13706,182.88,81.2
13707,182.88,83.9
13708,152.4,74.8
13709,187.96,83.0
13710,172.72,74.8
13711,182.88,73.9
13712,187.96,81.2
13713,152.4,76.2
13714,187.96,82.1
13715,154.94,78.0
13716,182.88,74.8
13717,172.72,77.1
13718,175.26,66.2
13719,152.4,69.9
13720,187.96,82.1
13721,170.18,69.9
13722,175.26,73.9
13723,187.96,78.9
13724,193.04,88.0
13725,187.96,88.9
13726,185.42,82.1
13727,195.58,88.0
13728,193.04,94.8
13729,152.4,77.1
13730,187.96,83.0
13731,152.4,71.2
13732,175.26,66.2
13733,152.4,77.1
13734,152.4,76.2
13735,185.42,74.8
13736,187.96,76.2
13737,175.26,69.9
13738,182.88,78.0
13739,182.88,83.0
13740,182.88,77.1
13741,190.5,89.8
13742,152.4,69.9
13743,187.96,84.8
13744,190.5,76.2
13745,187.96,73.0
13746,152.4,72.1
13747,154.94,83.0
13748,187.96,83.9
13749,154.94,76.2
13750,187.96,83.0
13751,182.88,81.2
13752,154.94,73.9
13753,182.88,83.0
13754,182.88,77.1
13755,175.26,76.2
13756,185.42,78.0
13757,167.64,68.0
13758,185.42,88.0
13759,175.26,71.2
13760,182.88,78.0
13761,185.42,89.8
13762,175.26,64.0
13763,167.64,59.9
13764,187.96,83.0
13765,182.88,77.1
13766,175.26,71.2
13767,187.96,88.0
13768,182.88,82.1
13769,190.5,79.8
13770,175.26,74.8
13771,154.94,68.9
13772,190.5,88.0
13773,193.04,83.9
13774,172.72,67.1
13775,182.88,76.2
13776,175.26,66.2
13777,182.88,74.8
13778,187.96,83.0
13779,175.26,67.1
13780,182.88,83.0
13781,154.94,64.9
13782,185.42,81.2
13783,185.42,74.8
13784,185.42,74.8
13785,187.96,83.0
13786,154.94,72.1
13787,187.96,78.9
13788,152.4,64.0
13789,167.64,64.0
13790,187.96,83.9
13791,154.94,74.8
13792,190.5,83.9
13793,175.26,72.1
13794,165.1,68.0
13795,170.18,68.0
13796,152.4,78.9
13797,154.94,73.9
13798,185.42,76.2
13799,182.88,79.8
13800,154.94,68.0
13801,182.88,79.8
13802,175.26,82.1
13803,182.88,87.1
13804,172.72,77.1
13805,154.94,81.2
13806,154.94,83.9
13807,182.88,73.0
13808,182.88,79.8
13809,182.88,78.0
13810,187.96,78.9
13811,154.94,77.1
13812,154.94,76.2
13813,185.42,83.9
13814,182.88,73.9
13815,172.72,68.0
13816,154.94,74.8
13817,170.18,68.9
13818,152.4,68.9
13819,154.94,73.9
13820,152.4,77.1
13821,175.26,68.9
13822,187.96,89.8
13823,190.5,73.9
13824,182.88,87.1
13825,172.72,64.0
13826,187.96,76.2
13827,152.4,73.0
13828,154.94,74.8
13829,154.94,79.8
13830,152.4,73.0
13831,175.26,73.9
13832,175.26,72.1
13833,175.26,72.1
13834,187.96,88.0
13835,154.94,74.8
13836,154.94,79.8
13837,182.88,78.0
13838,154.94,73.9
13839,187.96,88.0
13840,175.26,66.2
13841,172.72,69.9
13842,190.5,69.9
13843,193.04,82.1
13844,185.42,83.9
13845,175.26,72.1
13846,195.58,89.8
13847,187.96,78.9
13848,185.42,76.2
13849,175.26,72.1
13850,182.88,78.9
13851,193.04,88.0
13852,193.04,83.9
13853,187.96,73.0
13854,195.58,98.9
13855,152.4,76.2
13856,187.96,79.8
13857,187.96,78.0
13858,182.88,76.2
13859,154.94,73.9
13860,190.5,89.8
13861,190.5,78.9
13862,182.88,78.0
13863,182.88,83.9
13864,172.72,68.9
13865,187.96,82.1
13866,185.42,79.8
13867,182.88,69.9
13868,175.26,73.9
13869,190.5,84.8
13870,182.88,73.9
13871,152.4,79.8
13872,190.5,74.8
13873,190.5,78.0
13874,190.5,82.1
13875,187.96,74.8
13876,170.18,68.0
13877,182.88,83.9
13878,175.26,74.8
13879,190.5,86.2
13880,190.5,93.9
13881,185.42,74.8
13882,182.88,73.9
13883,175.26,67.1
13884,175.26,72.1
13885,182.88,83.9
13886,187.96,86.2
13887,170.18,64.0
13888,170.18,73.9
13889,162.56,64.0
13890,154.94,73.9
13891,154.94,71.2
13892,182.88,69.9
13893,167.64,71.2
13894,175.26,69.9
13895,175.26,72.1
13896,187.96,88.0
13897,182.88,81.2
13898,187.96,82.1
13899,172.72,76.2
13900,190.5,73.0
13901,185.42,78.0
13902,187.96,81.2
13903,182.88,74.8
13904,182.88,67.1
13905,187.96,87.1
13906,175.26,73.9
13907,193.04,84.8
13908,182.88,78.9
13909,152.4,73.9
13910,170.18,69.9
13911,190.5,89.8
13912,187.96,84.8
13913,195.58,73.0
13914,172.72,64.0
13915,185.42,83.0
13916,175.26,69.9
13917,195.58,74.8
13918,154.94,83.9
13919,190.5,81.2
13920,152.4,73.9
13921,175.26,72.1
13922,198.12,88.9
13923,154.94,69.9
13924,172.72,68.0
13925,154.94,79.8
13926,182.88,77.1
13927,170.18,64.9
13928,182.88,71.2
13929,190.5,89.8
13930,152.4,69.9
13931,154.94,76.2
13932,187.96,76.2
13933,187.96,82.1
13934,195.58,96.2
13935,170.18,63.0
13936,152.4,76.2
13937,175.26,73.9
13938,193.04,92.1
13939,172.72,68.0
13940,185.42,81.2
13941,170.18,67.1
13942,185.42,79.8
13943,190.5,87.1
13944,175.26,73.9
13945,152.4,68.0
13946,170.18,63.0
13947,154.94,66.2
13948,154.94,73.0
13949,175.26,69.9
13950,185.42,77.1
13951,154.94,79.8
13952,187.96,73.9
13953,187.96,83.9
13954,185.42,76.2
13955,193.04,88.0
13956,154.94,78.0
13957,154.94,78.9
13958,187.96,83.0
13959,182.88,77.1
13960,182.88,79.8
13961,185.42,83.9
13962,154.94,73.9
13963,167.64,68.0
13964,175.26,64.9
13965,182.88,73.0
13966,170.18,62.1
13967,182.88,68.9
13968,175.26,68.9
13969,182.88,76.2
13970,187.96,88.9
13971,187.96,79.8
13972,152.4,71.2
13973,198.12,82.1
13974,152.4,73.9
13975,182.88,69.9
13976,182.88,69.9
13977,152.4,77.1
13978,154.94,64.9
13979,152.4,72.1
13980,175.26,68.9
13981,185.42,82.1
13982,175.26,73.9
13983,170.18,64.9
13984,170.18,60.8
13985,182.88,68.9
13986,175.26,73.9
13987,185.42,76.2
13988,152.4,78.0
13989,152.4,68.0
13990,152.4,77.1
13991,193.04,84.8
13992,187.96,82.1
13993,152.4,74.8
13994,190.5,82.1
13995,190.5,78.0
13996,198.12,91.2
13997,154.94,76.2
13998,182.88,78.0
13999,175.26,68.0
14000,182.88,72.1
14001,185.42,77.1
14002,152.4,77.1
14003,152.4,76.2
14004,187.96,87.1
14005,195.58,93.0
14006,172.72,69.9
14007,193.04,78.9
14008,154.94,78.0
14009,172.72,69.9
14010,170.18,68.9
14011,152.4,76.2
14012,175.26,68.9
14013,172.72,59.9
14014,152.4,76.2
14015,152.4,73.9
14016,162.56,59.9
14017,185.42,72.1
14018,182.88,78.9
14019,175.26,66.2
14020,152.4,73.0
14021,154.94,74.8
14022,187.96,94.8
14023,185.42,74.8
14024,175.26,71.2
14025,185.42,72.1
14026,193.04,83.9
14027,187.96,78.9
14028,152.4,78.9
14029,175.26,78.9
14030,182.88,77.1
14031,187.96,77.1
14032,190.5,82.1
14033,187.96,76.2
14034,182.88,83.9
14035,182.88,73.0
14036,152.4,63.0
14037,182.88,79.8
14038,187.96,78.0
14039,182.88,83.0
14040,172.72,67.1
14041,193.04,88.0
14042,182.88,74.8
14043,193.04,86.2
14044,175.26,67.1
14045,185.42,83.9
14046,182.88,73.9
14047,175.26,74.8
14048,175.26,68.9
14049,190.5,74.8
14050,182.88,73.9
14051,175.26,69.9
14052,185.42,79.8
14053,152.4,77.1
14054,193.04,88.9
14055,190.5,87.1
14056,187.96,79.8
14057,190.5,84.8
14058,193.04,84.8
14059,152.4,71.2
14060,152.4,73.0
14061,172.72,69.9
14062,182.88,82.1
14063,152.4,73.0
14064,175.26,64.9
14065,190.5,71.2
14066,170.18,64.9
14067,185.42,83.0
14068,193.04,84.8
14069,172.72,68.9
14070,190.5,83.9
14071,182.88,74.8
14072,190.5,82.1
14073,182.88,73.0
14074,182.88,72.1
14075,175.26,63.0
14076,187.96,88.9
14077,175.26,74.8
14078,172.72,60.8
14079,172.72,69.9
14080,190.5,88.9
14081,185.42,76.2
14082,172.72,64.9
14083,193.04,87.1
14084,187.96,81.2
14085,172.72,64.0
14086,162.56,54.9
14087,182.88,78.0
14088,152.4,78.0
14089,182.88,74.8
14090,182.88,74.8
14091,187.96,82.1
14092,190.5,91.2
14093,175.26,67.1
14094,182.88,79.8
14095,172.72,69.9
14096,167.64,72.1
14097,182.88,78.0
14098,187.96,81.2
14099,182.88,76.2
14100,170.18,71.2
14101,154.94,69.9
14102,182.88,76.2
14103,170.18,68.0
14104,175.26,83.9
14105,152.4,73.0
14106,190.5,84.8
14107,170.18,69.9
14108,193.04,89.8
14109,185.42,82.1
14110,154.94,78.0
14111,185.42,83.0
14112,182.88,73.9
14113,175.26,74.8
14114,193.04,79.8
14115,165.1,62.1
14116,193.04,93.0
14117,182.88,73.0
14118,172.72,68.0
14119,182.88,79.8
14120,167.64,69.9
14121,185.42,78.9
14122,185.42,77.1
14123,185.42,74.8
14124,152.4,73.0
14125,182.88,69.9
14126,175.26,69.9
14127,175.26,68.0
14128,182.88,82.1
14129,182.88,73.9
14130,182.88,81.2
14131,187.96,81.2
14132,175.26,73.9
14133,154.94,69.9
14134,185.42,77.1
14135,170.18,68.9
14136,198.12,92.1
14137,154.94,78.9
14138,182.88,78.9
14139,187.96,83.9
14140,190.5,78.9
14141,175.26,73.0
14142,154.94,74.8
14143,152.4,79.8
14144,152.4,76.2
14145,175.26,71.2
14146,182.88,77.1
14147,154.94,73.0
14148,154.94,69.9
14149,154.94,74.8
14150,175.26,64.9
14151,187.96,82.1
14152,170.18,68.0
14153,182.88,82.1
14154,190.5,89.8
14155,185.42,79.8
14156,185.42,82.1
14157,172.72,69.9
14158,154.94,73.0
14159,172.72,69.9
14160,170.18,66.2
14161,182.88,74.8
14162,167.64,58.1
14163,175.26,76.2
14164,170.18,69.9
14165,170.18,63.0
14166,185.42,77.1
14167,167.64,62.1
14168,152.4,69.9
14169,193.04,79.8
14170,167.64,60.8
14171,185.42,83.9
14172,154.94,77.1
14173,187.96,78.0
14174,182.88,76.2
14175,175.26,71.2
14176,175.26,73.0
14177,185.42,68.9
14178,154.94,74.8
14179,182.88,77.1
14180,190.5,83.0
14181,185.42,69.9
14182,167.64,59.9
14183,154.94,71.2
14184,175.26,74.8
14185,187.96,76.2
14186,175.26,69.9
14187,190.5,74.8
14188,152.4,69.9
14189,175.26,72.1
14190,154.94,79.8
14191,152.4,73.9
14192,175.26,68.0
14193,170.18,66.2
14194,172.72,68.0
14195,170.18,68.0
14196,187.96,79.8
14197,154.94,73.9
14198,185.42,83.9
14199,154.94,67.1
14200,152.4,69.9
14201,170.18,77.1
14202,185.42,78.9
14203,185.42,83.0
14204,154.94,78.0
14205,182.88,79.8
14206,185.42,88.0
14207,152.4,74.8
14208,154.94,74.8
14209,182.88,82.1
14210,175.26,72.1
14211,182.88,68.0
14212,187.96,83.9
14213,187.96,81.2
14214,154.94,77.1
14215,154.94,73.9
14216,193.04,82.1
14217,154.94,84.8
14218,195.58,88.0
14219,190.5,79.8
14220,152.4,64.0
14221,154.94,74.8
14222,190.5,88.9
14223,170.18,62.1
14224,154.94,79.8
14225,175.26,68.9
14226,187.96,81.2
14227,152.4,74.8
14228,190.5,83.0
14229,154.94,72.1
14230,175.26,78.0
14231,182.88,78.9
14232,154.94,69.9
14233,185.42,76.2
14234,152.4,77.1
14235,187.96,94.8
14236,154.94,74.8
14237,185.42,79.8
14238,187.96,84.8
14239,170.18,73.9
14240,182.88,73.0
14241,152.4,78.0
14242,152.4,73.0
14243,154.94,82.1
14244,162.56,58.1
14245,182.88,78.0
14246,175.26,66.2
14247,182.88,69.9
14248,154.94,86.2
14249,172.72,69.9
14250,152.4,69.9
14251,172.72,73.9
14252,154.94,71.2
14253,152.4,72.1
14254,187.96,82.1
14255,152.4,73.9
14256,185.42,69.9
14257,182.88,78.9
14258,185.42,78.9
14259,187.96,78.0
14260,182.88,78.0
14261,182.88,78.0
14262,152.4,68.0
14263,193.04,82.1
14264,182.88,78.0
14265,172.72,69.9
14266,187.96,84.8
14267,185.42,77.1
14268,193.04,74.8
14269,187.96,84.8
14270,187.96,74.8
14271,185.42,79.8
14272,185.42,79.8
14273,182.88,73.9
14274,170.18,64.9
14275,167.64,69.9
14276,182.88,78.0
14277,175.26,68.0
14278,182.88,77.1
14279,152.4,73.0
14280,152.4,82.1
14281,172.72,64.0
14282,187.96,77.1
14283,193.04,92.1
14284,152.4,73.0
14285,175.26,71.2
14286,172.72,67.1
14287,193.04,89.8
14288,154.94,64.0
14289,154.94,78.0
14290,167.64,72.1
14291,182.88,78.0
14292,175.26,76.2
14293,185.42,83.9
14294,182.88,78.0
14295,154.94,73.9
14296,185.42,83.0
14297,154.94,78.0
14298,182.88,72.1
14299,172.72,64.9
14300,154.94,68.9
14301,152.4,71.2
14302,187.96,74.8
14303,185.42,79.8
14304,172.72,64.0
14305,152.4,77.1
14306,175.26,76.2
14307,175.26,78.9
14308,193.04,89.8
14309,170.18,59.9
14310,182.88,83.9
14311,175.26,72.1
14312,175.26,68.0
14313,152.4,72.1
14314,182.88,76.2
14315,190.5,82.1
14316,182.88,73.0
14317,152.4,78.9
14318,182.88,72.1
14319,187.96,83.0
14320,152.4,67.1
14321,185.42,82.1
14322,182.88,77.1
14323,185.42,78.9
14324,172.72,63.0
14325,182.88,73.9
14326,154.94,68.9
14327,170.18,72.1
14328,167.64,55.8
14329,152.4,72.1
14330,154.94,69.9
14331,172.72,69.9
14332,182.88,72.1
14333,175.26,64.0
14334,172.72,68.0
14335,154.94,78.0
14336,190.5,92.1
14337,172.72,69.9
14338,182.88,71.2
14339,152.4,76.2
14340,187.96,74.8
14341,175.26,81.2
14342,185.42,86.2
14343,175.26,64.0
14344,185.42,76.2
14345,193.04,84.8
14346,182.88,77.1
14347,187.96,84.8
14348,185.42,83.9
14349,182.88,78.0
14350,152.4,74.8
14351,175.26,69.9
14352,175.26,73.0
14353,185.42,78.0
14354,152.4,82.1
14355,190.5,89.8
14356,187.96,81.2
14357,167.64,59.9
14358,185.42,78.9
14359,152.4,73.0
14360,187.96,76.2
14361,175.26,64.0
14362,182.88,73.0
14363,182.88,78.0
14364,172.72,73.0
14365,152.4,76.2
14366,182.88,83.0
14367,182.88,83.0
14368,182.88,72.1
14369,185.42,77.1
14370,152.4,64.9
14371,182.88,81.2
14372,185.42,71.2
14373,185.42,78.9
14374,154.94,69.9
14375,187.96,78.0
14376,152.4,73.9
14377,152.4,73.9
14378,154.94,72.1
14379,182.88,76.2
14380,182.88,82.1
14381,152.4,69.9
14382,170.18,63.0
14383,152.4,73.0
14384,187.96,78.0
14385,154.94,73.9
14386,152.4,77.1
14387,170.18,72.1
14388,154.94,72.1
14389,154.94,73.9
14390,152.4,73.0
14391,187.96,74.8
14392,187.96,82.1
14393,175.26,67.1
14394,175.26,71.2
14395,185.42,81.2
14396,172.72,68.9
14397,185.42,81.2
14398,190.5,83.9
14399,154.94,81.2
14400,152.4,74.8
14401,185.42,83.0
14402,195.58,89.8
14403,185.42,77.1
14404,182.88,78.0
14405,185.42,83.9
14406,182.88,72.1
14407,195.58,84.8
14408,182.88,74.8
14409,154.94,73.0
14410,175.26,73.9
14411,152.4,74.8
14412,154.94,78.0
14413,182.88,83.0
14414,182.88,77.1
14415,182.88,76.2
14416,182.88,78.0
14417,165.1,67.1
14418,182.88,79.8
14419,185.42,81.2
14420,152.4,76.2
14421,187.96,78.0
14422,175.26,63.0
14423,167.64,68.0
14424,152.4,78.0
14425,185.42,81.2
14426,182.88,76.2
14427,152.4,77.1
14428,185.42,78.9
14429,185.42,79.8
14430,185.42,77.1
14431,175.26,77.1
14432,167.64,62.1
14433,175.26,73.9
14434,152.4,73.0
14435,175.26,73.9
14436,175.26,71.2
14437,190.5,84.8
14438,190.5,88.9
14439,190.5,86.2
14440,154.94,78.0
14441,172.72,69.9
14442,193.04,83.9
14443,154.94,76.2
14444,175.26,73.9
14445,187.96,84.8
14446,182.88,83.0
14447,187.96,79.8
14448,152.4,74.8
14449,175.26,73.9
14450,187.96,78.9
14451,182.88,69.9
14452,187.96,81.2
14453,193.04,82.1
14454,190.5,83.0
14455,187.96,83.9
14456,152.4,68.0
14457,185.42,77.1
14458,152.4,78.9
14459,193.04,78.0
14460,182.88,82.1
14461,187.96,86.2
14462,152.4,76.2
14463,187.96,84.8
14464,187.96,83.9
14465,170.18,68.0
14466,152.4,78.0
14467,154.94,74.8
14468,152.4,73.0
14469,154.94,76.2
14470,154.94,66.2
14471,185.42,68.0
14472,175.26,79.8
14473,185.42,78.0
14474,187.96,74.8
14475,182.88,73.9
14476,154.94,69.9
14477,182.88,74.8
14478,182.88,77.1
14479,182.88,73.0
14480,170.18,64.9
14481,154.94,83.0
14482,187.96,84.8
14483,152.4,77.1
14484,185.42,77.1
14485,172.72,64.9
14486,154.94,72.1
14487,167.64,62.1
14488,175.26,67.1
14489,187.96,78.9
14490,152.4,73.0
14491,185.42,78.9
14492,187.96,81.2
14493,175.26,73.9
14494,185.42,82.1
14495,152.4,77.1
